"Date Time","Date Time(RAW)","Value (volume)","Value (volume)(RAW)","Value (speed)","Value (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"9/8/2025 12:00:00 AM - 1:00:00 AM","45907.7500000000","1,284,659 Kbit","164436355.7096","357 Kbit/s","45680.3184","0 %","0.0000","100 %","0000009999"
"9/8/2025 1:00:00 AM - 2:00:00 AM","45907.7916666667","1,179,242 Kbit","150942933.8675","328 Kbit/s","41931.5047","0 %","0.0000","100 %","0000009999"
"9/8/2025 2:00:00 AM - 3:00:00 AM","45907.8333333333","1,198,317 Kbit","153384592.2429","333 Kbit/s","42610.3820","0 %","0.0000","100 %","0000009999"
"9/8/2025 3:00:00 AM - 4:00:00 AM","45907.8750000000","1,187,285 Kbit","151972475.4467","330 Kbit/s","42217.9774","0 %","0.0000","100 %","0000009999"
"9/8/2025 4:00:00 AM - 5:00:00 AM","45907.9166666667","1,173,519 Kbit","150210471.5932","326 Kbit/s","41728.7243","0 %","0.0000","100 %","0000009999"
"9/8/2025 5:00:00 AM - 6:00:00 AM","45907.9583333333","1,171,942 Kbit","150008522.6142","326 Kbit/s","41672.5068","0 %","0.0000","100 %","0000009999"
"9/8/2025 6:00:00 AM - 7:00:00 AM","45908.0000000000","1,798,855 Kbit","230253405.8326","500 Kbit/s","63964.6098","0 %","0.0000","100 %","0000009999"
"9/8/2025 7:00:00 AM - 8:00:00 AM","45908.0416666667","9,177,496 Kbit","1174719521.9677","2,550 Kbit/s","326340.8929","0 %","0.0000","100 %","0000009999"
"9/8/2025 8:00:00 AM - 9:00:00 AM","45908.0833333333","58,111,341 Kbit","7438251659.1374","16,143 Kbit/s","2066335.9916","0 %","0.0000","100 %","0000009999"
"9/8/2025 9:00:00 AM - 10:00:00 AM","45908.1250000000","126,050,119 Kbit","16134415223.7097","35,017 Kbit/s","4482167.9711","0 %","0.0000","100 %","0000009999"
"9/8/2025 10:00:00 AM - 11:00:00 AM","45908.1666666667","174,128,816 Kbit","22288488473.6577","48,373 Kbit/s","6191779.9793","0 %","0.0000","100 %","0000009999"
"9/8/2025 11:00:00 AM - 12:00:00 PM","45908.2083333333","177,868,420 Kbit","22767157698.1942","49,411 Kbit/s","6324649.6835","0 %","0.0000","100 %","0000009999"
"9/8/2025 12:00:00 PM - 1:00:00 PM","45908.2500000000","95,518,269 Kbit","12226338386.6984","26,535 Kbit/s","3396497.5836","0 %","0.0000","100 %","0000009999"
"9/8/2025 1:00:00 PM - 2:00:00 PM","45908.2916666667","145,949,579 Kbit","18681546151.5975","40,545 Kbit/s","5189736.4375","0 %","0.0000","100 %","0000009999"
"9/8/2025 2:00:00 PM - 3:00:00 PM","45908.3333333333","158,781,682 Kbit","20324055305.8907","44,109 Kbit/s","5645978.6834","0 %","0.0000","100 %","0000009999"
"9/8/2025 3:00:00 PM - 4:00:00 PM","45908.3750000000","170,507,385 Kbit","21824945289.2933","47,367 Kbit/s","6062990.0518","0 %","0.0000","100 %","0000009999"
"9/8/2025 4:00:00 PM - 5:00:00 PM","45908.4166666667","97,727,001 Kbit","12509056188.8573","27,149 Kbit/s","3475056.3771","0 %","0.0000","100 %","0000009999"
"9/8/2025 5:00:00 PM - 6:00:00 PM","45908.4583333333","27,229,922 Kbit","3485429986.9427","7,564 Kbit/s","968252.9945","0 %","0.0000","100 %","0000009999"
"9/8/2025 6:00:00 PM - 7:00:00 PM","45908.5000000000","8,299,085 Kbit","1062282880.6323","2,305 Kbit/s","295103.9897","0 %","0.0000","100 %","0000009999"
"9/8/2025 7:00:00 PM - 8:00:00 PM","45908.5416666667","2,768,711 Kbit","354395015.2575","769 Kbit/s","98449.6231","0 %","0.0000","100 %","0000009999"
"9/8/2025 8:00:00 PM - 9:00:00 PM","45908.5833333333","1,255,291 Kbit","160677198.6968","349 Kbit/s","44636.0269","0 %","0.0000","100 %","0000009999"
"9/8/2025 9:00:00 PM - 10:00:00 PM","45908.6250000000","1,251,685 Kbit","160215685.3292","348 Kbit/s","44508.1897","0 %","0.0000","100 %","0000009999"
"9/8/2025 10:00:00 PM - 11:00:00 PM","45908.6666666667","1,214,850 Kbit","155500752.1642","337 Kbit/s","43198.1332","0 %","0.0000","100 %","0000009999"
"9/8/2025 11:00:00 PM - 12:00:00 AM","45908.7083333333","1,223,736 Kbit","156638204.0600","340 Kbit/s","43514.3593","0 %","0.0000","100 %","0000009999"
"9/9/2025 12:00:00 AM - 1:00:00 AM","45908.7500000000","1,264,691 Kbit","161880452.8097","351 Kbit/s","44970.1652","0 %","0.0000","100 %","0000009999"
"9/9/2025 1:00:00 AM - 2:00:00 AM","45908.7916666667","1,212,594 Kbit","155211976.3482","337 Kbit/s","43118.2706","0 %","0.0000","100 %","0000009999"
"9/9/2025 2:00:00 AM - 3:00:00 AM","45908.8333333333","1,190,528 Kbit","152387604.2687","331 Kbit/s","42332.7123","0 %","0.0000","100 %","0000009999"
"9/9/2025 3:00:00 AM - 4:00:00 AM","45908.8750000000","1,181,574 Kbit","151241414.3749","328 Kbit/s","42015.3554","0 %","0.0000","100 %","0000009999"
"9/9/2025 4:00:00 AM - 5:00:00 AM","45908.9166666667","1,190,009 Kbit","152321214.4985","331 Kbit/s","42314.6221","0 %","0.0000","100 %","0000009999"
"9/9/2025 5:00:00 AM - 6:00:00 AM","45908.9583333333","1,165,928 Kbit","149238840.0600","324 Kbit/s","41458.5731","0 %","0.0000","100 %","0000009999"
"9/9/2025 6:00:00 AM - 7:00:00 AM","45909.0000000000","1,196,936 Kbit","153207772.6333","333 Kbit/s","42561.1432","0 %","0.0000","100 %","0000009999"
"9/9/2025 7:00:00 AM - 8:00:00 AM","45909.0416666667","5,666,427 Kbit","725302670.6467","1,574 Kbit/s","201488.0757","0 %","0.0000","100 %","0000009999"
"9/9/2025 8:00:00 AM - 9:00:00 AM","45909.0833333333","60,545,500 Kbit","7749823988.8998","16,820 Kbit/s","2152896.3333","0 %","0.0000","100 %","0000009999"
"9/9/2025 9:00:00 AM - 10:00:00 AM","45909.1250000000","140,008,127 Kbit","17921040231.7802","38,894 Kbit/s","4978481.6045","0 %","0.0000","100 %","0000009999"
"9/9/2025 10:00:00 AM - 11:00:00 AM","45909.1666666667","196,529,107 Kbit","25155725669.2589","54,596 Kbit/s","6988245.1050","0 %","0.0000","100 %","0000009999"
"9/9/2025 11:00:00 AM - 12:00:00 PM","45909.2083333333","218,660,527 Kbit","27988547452.8957","60,744 Kbit/s","7775222.8521","0 %","0.0000","100 %","0000009999"
"9/9/2025 12:00:00 PM - 1:00:00 PM","45909.2500000000","104,107,764 Kbit","13325793819.9453","28,921 Kbit/s","3701917.8876","0 %","0.0000","100 %","0000009999"
"9/9/2025 1:00:00 PM - 2:00:00 PM","45909.2916666667","165,642,925 Kbit","21202294364.3668","46,016 Kbit/s","5890033.4096","0 %","0.0000","100 %","0000009999"
"9/9/2025 2:00:00 PM - 3:00:00 PM","45909.3333333333","164,743,955 Kbit","21087226237.5995","45,766 Kbit/s","5858051.0147","0 %","0.0000","100 %","0000009999"
"9/9/2025 3:00:00 PM - 4:00:00 PM","45909.3750000000","141,233,820 Kbit","18077928908.2116","39,235 Kbit/s","5022107.2788","0 %","0.0000","100 %","0000009999"
"9/9/2025 4:00:00 PM - 5:00:00 PM","45909.4166666667","78,930,043 Kbit","10103045479.5489","21,927 Kbit/s","2806604.2213","0 %","0.0000","100 %","0000009999"
"9/9/2025 5:00:00 PM - 6:00:00 PM","45909.4583333333","35,952,896 Kbit","4601970685.0875","9,988 Kbit/s","1278413.9690","0 %","0.0000","100 %","0000009999"
"9/9/2025 6:00:00 PM - 7:00:00 PM","45909.5000000000","10,658,790 Kbit","1364325127.1356","2,961 Kbit/s","379012.8920","0 %","0.0000","100 %","0000009999"
"9/9/2025 7:00:00 PM - 8:00:00 PM","45909.5416666667","2,537,054 Kbit","324742880.5474","705 Kbit/s","90213.8735","0 %","0.0000","100 %","0000009999"
"9/9/2025 8:00:00 PM - 9:00:00 PM","45909.5833333333","1,192,027 Kbit","152579480.4494","331 Kbit/s","42386.8390","0 %","0.0000","100 %","0000009999"
"9/9/2025 9:00:00 PM - 10:00:00 PM","45909.6250000000","1,188,218 Kbit","152091880.3630","330 Kbit/s","42251.3829","0 %","0.0000","100 %","0000009999"
"9/9/2025 10:00:00 PM - 11:00:00 PM","45909.6666666667","1,157,254 Kbit","148128459.8839","321 Kbit/s","41150.3379","0 %","0.0000","100 %","0000009999"
"9/9/2025 11:00:00 PM - 12:00:00 AM","45909.7083333333","1,169,476 Kbit","149692904.9638","325 Kbit/s","41584.5968","0 %","0.0000","100 %","0000009999"
"9/10/2025 12:00:00 AM - 1:00:00 AM","45909.7500000000","1,246,789 Kbit","159588966.7942","346 Kbit/s","44334.0862","0 %","0.0000","100 %","0000009999"
"9/10/2025 1:00:00 AM - 2:00:00 AM","45909.7916666667","1,217,806 Kbit","155879231.7683","338 Kbit/s","43303.3952","0 %","0.0000","100 %","0000009999"
"9/10/2025 2:00:00 AM - 3:00:00 AM","45909.8333333333","1,239,258 Kbit","158624961.6249","344 Kbit/s","44066.4064","0 %","0.0000","100 %","0000009999"
"9/10/2025 3:00:00 AM - 4:00:00 AM","45909.8750000000","1,201,769 Kbit","153826442.1191","334 Kbit/s","42733.2471","0 %","0.0000","100 %","0000009999"
"9/10/2025 4:00:00 AM - 5:00:00 AM","45909.9166666667","1,206,279 Kbit","154403651.0620","335 Kbit/s","42893.2392","0 %","0.0000","100 %","0000009999"
"9/10/2025 5:00:00 AM - 6:00:00 AM","45909.9583333333","1,291,885 Kbit","165361259.4466","359 Kbit/s","45937.2561","0 %","0.0000","100 %","0000009999"
"9/10/2025 6:00:00 AM - 7:00:00 AM","45910.0000000000","1,224,430 Kbit","156727012.7023","340 Kbit/s","43539.1515","0 %","0.0000","100 %","0000009999"
"9/10/2025 7:00:00 AM - 8:00:00 AM","45910.0416666667","5,035,834 Kbit","644586785.8502","1,399 Kbit/s","179065.3149","0 %","0.0000","100 %","0000009999"
"9/10/2025 8:00:00 AM - 9:00:00 AM","45910.0833333333","51,736,329 Kbit","6622250174.2862","14,372 Kbit/s","1839657.0217","0 %","0.0000","100 %","0000009999"
"9/10/2025 9:00:00 AM - 10:00:00 AM","45910.1250000000","102,883,783 Kbit","13169124223.9260","28,581 Kbit/s","3658374.6024","0 %","0.0000","100 %","0000009999"
"9/10/2025 10:00:00 AM - 11:00:00 AM","45910.1666666667","165,149,450 Kbit","21139129538.6154","49,154 Kbit/s","6291707.2059","0 %","0.0000","93 %","0000009333"
"9/10/2025 11:00:00 AM - 12:00:00 PM","45910.2083333333","164,752,442 Kbit","21088312570.1943","45,768 Kbit/s","5858320.2500","0 %","0.0000","100 %","0000009999"
"9/10/2025 12:00:00 PM - 1:00:00 PM","45910.2500000000","80,607,703 Kbit","10317785939.8729","22,393 Kbit/s","2866298.4701","0 %","0.0000","100 %","0000009999"
"9/10/2025 1:00:00 PM - 2:00:00 PM","45910.2916666667","247,746,126 Kbit","31711504112.0223","68,824 Kbit/s","8809436.3206","0 %","0.0000","100 %","0000009999"
"9/10/2025 2:00:00 PM - 3:00:00 PM","45910.3333333333","134,515,059 Kbit","17217927544.3783","37,368 Kbit/s","4783103.0976","0 %","0.0000","100 %","0000009999"
"9/10/2025 3:00:00 PM - 4:00:00 PM","45910.3750000000","239,382,885 Kbit","30641009275.5060","66,501 Kbit/s","8512100.8072","0 %","0.0000","100 %","0000009999"
"9/10/2025 4:00:00 PM - 5:00:00 PM","45910.4166666667","69,727,346 Kbit","8925100322.8516","19,370 Kbit/s","2479373.6000","0 %","0.0000","100 %","0000009999"
"9/10/2025 5:00:00 PM - 6:00:00 PM","45910.4583333333","38,508,124 Kbit","4929039808.0330","10,698 Kbit/s","1369295.6360","0 %","0.0000","100 %","0000009999"
"9/10/2025 6:00:00 PM - 7:00:00 PM","45910.5000000000","11,264,473 Kbit","1441852493.6423","3,129 Kbit/s","400547.9606","0 %","0.0000","100 %","0000009999"
"9/10/2025 7:00:00 PM - 8:00:00 PM","45910.5416666667","2,972,551 Kbit","380486471.5070","826 Kbit/s","105700.3757","0 %","0.0000","100 %","0000009999"
"9/10/2025 8:00:00 PM - 9:00:00 PM","45910.5833333333","1,471,940 Kbit","188408332.0232","409 Kbit/s","52339.1371","0 %","0.0000","100 %","0000009999"
"9/10/2025 9:00:00 PM - 10:00:00 PM","45910.6250000000","1,324,513 Kbit","169537645.2568","368 Kbit/s","47097.3226","0 %","0.0000","100 %","0000009999"
"9/10/2025 10:00:00 PM - 11:00:00 PM","45910.6666666667","1,263,039 Kbit","161668962.2800","351 Kbit/s","44911.7877","0 %","0.0000","100 %","0000009999"
"9/10/2025 11:00:00 PM - 12:00:00 AM","45910.7083333333","1,223,287 Kbit","156580674.2487","340 Kbit/s","43498.1358","0 %","0.0000","100 %","0000009999"
"9/11/2025 12:00:00 AM - 1:00:00 AM","45910.7500000000","1,295,959 Kbit","165882797.7267","360 Kbit/s","46082.1391","0 %","0.0000","100 %","0000009999"
"9/11/2025 1:00:00 AM - 2:00:00 AM","45910.7916666667","1,243,315 Kbit","159144297.0205","345 Kbit/s","44210.3106","0 %","0.0000","100 %","0000009999"
"9/11/2025 2:00:00 AM - 3:00:00 AM","45910.8333333333","1,244,930 Kbit","159351006.2854","346 Kbit/s","44268.1034","0 %","0.0000","100 %","0000009999"
"9/11/2025 3:00:00 AM - 4:00:00 AM","45910.8750000000","1,243,997 Kbit","159231645.3617","346 Kbit/s","44235.0675","0 %","0.0000","100 %","0000009999"
"9/11/2025 4:00:00 AM - 5:00:00 AM","45910.9166666667","1,261,567 Kbit","161480538.9856","350 Kbit/s","44859.3189","0 %","0.0000","100 %","0000009999"
"9/11/2025 5:00:00 AM - 6:00:00 AM","45910.9583333333","1,229,415 Kbit","157365171.7755","342 Kbit/s","43716.3122","0 %","0.0000","100 %","0000009999"
"9/11/2025 6:00:00 AM - 7:00:00 AM","45911.0000000000","1,287,013 Kbit","164737614.6885","358 Kbit/s","45763.8808","0 %","0.0000","100 %","0000009999"
"9/11/2025 7:00:00 AM - 8:00:00 AM","45911.0416666667","4,935,949 Kbit","631801462.9102","1,371 Kbit/s","175516.0078","0 %","0.0000","100 %","0000009999"
"9/11/2025 8:00:00 AM - 9:00:00 AM","45911.0833333333","43,166,504 Kbit","5525312567.3848","11,992 Kbit/s","1534924.1658","0 %","0.0000","100 %","0000009999"
"9/11/2025 9:00:00 AM - 10:00:00 AM","45911.1250000000","120,794,755 Kbit","15461728684.1459","33,557 Kbit/s","4295270.6424","0 %","0.0000","100 %","0000009999"
"9/11/2025 10:00:00 AM - 11:00:00 AM","45911.1666666667","336,374,410 Kbit","43055924478.5136","93,444 Kbit/s","11960809.6336","0 %","0.0000","100 %","0000009999"
"9/11/2025 11:00:00 AM - 12:00:00 PM","45911.2083333333","186,685,096 Kbit","23895692320.1631","51,861 Kbit/s","6638263.9394","0 %","0.0000","100 %","0000009999"
"9/11/2025 12:00:00 PM - 1:00:00 PM","45911.2500000000","109,252,006 Kbit","13984256751.9081","30,350 Kbit/s","3884850.2932","0 %","0.0000","100 %","0000009999"
"9/11/2025 1:00:00 PM - 2:00:00 PM","45911.2916666667","156,138,683 Kbit","19985751469.5162","43,375 Kbit/s","5551952.3385","0 %","0.0000","100 %","0000009999"
"9/11/2025 2:00:00 PM - 3:00:00 PM","45911.3333333333","226,341,778 Kbit","28971747633.2655","62,878 Kbit/s","8048378.3741","0 %","0.0000","100 %","0000009999"
"9/11/2025 3:00:00 PM - 4:00:00 PM","45911.3750000000","152,979,850 Kbit","19581420747.4410","42,498 Kbit/s","5439797.2996","0 %","0.0000","100 %","0000009999"
"9/11/2025 4:00:00 PM - 5:00:00 PM","45911.4166666667","125,772,350 Kbit","16098860860.0108","34,940 Kbit/s","4472278.4843","0 %","0.0000","100 %","0000009999"
"9/11/2025 5:00:00 PM - 6:00:00 PM","45911.4583333333","46,577,264 Kbit","5961889804.8973","12,939 Kbit/s","1656213.9186","0 %","0.0000","100 %","0000009999"
"9/11/2025 6:00:00 PM - 7:00:00 PM","45911.5000000000","21,017,989 Kbit","2690302537.4002","5,839 Kbit/s","747360.2364","0 %","0.0000","100 %","0000009999"
"9/11/2025 7:00:00 PM - 8:00:00 PM","45911.5416666667","5,784,126 Kbit","740368083.4620","1,607 Kbit/s","205675.5119","0 %","0.0000","100 %","0000009999"
"9/11/2025 8:00:00 PM - 9:00:00 PM","45911.5833333333","4,604,195 Kbit","589336987.9264","1,279 Kbit/s","163717.4524","0 %","0.0000","100 %","0000009999"
"9/11/2025 9:00:00 PM - 10:00:00 PM","45911.6250000000","3,000,136 Kbit","384017446.6811","833 Kbit/s","106679.5139","0 %","0.0000","100 %","0000009999"
"9/11/2025 10:00:00 PM - 11:00:00 PM","45911.6666666667","2,528,675 Kbit","323670363.6679","702 Kbit/s","89916.9265","0 %","0.0000","100 %","0000009999"
"9/11/2025 11:00:00 PM - 12:00:00 AM","45911.7083333333","1,579,085 Kbit","202122902.8535","439 Kbit/s","56149.6180","0 %","0.0000","100 %","0000009999"
"9/12/2025 12:00:00 AM - 1:00:00 AM","45911.7500000000","1,431,615 Kbit","183246656.6156","398 Kbit/s","50905.9498","0 %","0.0000","100 %","0000009999"
"9/12/2025 1:00:00 AM - 2:00:00 AM","45911.7916666667","1,343,132 Kbit","171920899.9973","373 Kbit/s","47759.3875","0 %","0.0000","100 %","0000009999"
"9/12/2025 2:00:00 AM - 3:00:00 AM","45911.8333333333","1,254,799 Kbit","160614264.5187","349 Kbit/s","44618.6678","0 %","0.0000","100 %","0000009999"
"9/12/2025 3:00:00 AM - 4:00:00 AM","45911.8750000000","1,223,214 Kbit","156571449.2860","340 Kbit/s","43495.4522","0 %","0.0000","100 %","0000009999"
"9/12/2025 4:00:00 AM - 5:00:00 AM","45911.9166666667","1,508,409 Kbit","193076297.5220","419 Kbit/s","53636.9236","0 %","0.0000","100 %","0000009999"
"9/12/2025 5:00:00 AM - 6:00:00 AM","45911.9583333333","1,574,813 Kbit","201576127.6103","437 Kbit/s","55998.0353","0 %","0.0000","100 %","0000009999"
"9/12/2025 6:00:00 AM - 7:00:00 AM","45912.0000000000","1,233,752 Kbit","157920257.7607","343 Kbit/s","43870.7598","0 %","0.0000","100 %","0000009999"
"9/12/2025 7:00:00 AM - 8:00:00 AM","45912.0416666667","4,872,221 Kbit","623644245.9840","1,354 Kbit/s","173249.4315","0 %","0.0000","100 %","0000009999"
"9/12/2025 8:00:00 AM - 9:00:00 AM","45912.0833333333","42,956,504 Kbit","5498432458.8508","11,933 Kbit/s","1527469.6388","0 %","0.0000","100 %","0000009999"
"9/12/2025 9:00:00 AM - 10:00:00 AM","45912.1250000000","103,893,027 Kbit","13298307496.5012","28,862 Kbit/s","3694292.4242","0 %","0.0000","100 %","0000009999"
"9/12/2025 10:00:00 AM - 11:00:00 AM","45912.1666666667","134,492,586 Kbit","17215051043.9906","37,363 Kbit/s","4782410.2954","0 %","0.0000","100 %","0000009999"
"9/12/2025 11:00:00 AM - 12:00:00 PM","45912.2083333333","143,247,466 Kbit","18335675603.5578","39,794 Kbit/s","5093667.6955","0 %","0.0000","100 %","0000009999"
"9/12/2025 12:00:00 PM - 1:00:00 PM","45912.2500000000","66,425,531 Kbit","8502468005.8188","18,453 Kbit/s","2361967.2548","0 %","0.0000","100 %","0000009999"
"9/12/2025 1:00:00 PM - 2:00:00 PM","45912.2916666667","94,138,257 Kbit","12049696889.5117","26,151 Kbit/s","3347389.0790","0 %","0.0000","100 %","0000009999"
"9/12/2025 2:00:00 PM - 3:00:00 PM","45912.3333333333","114,414,596 Kbit","14645068293.8746","31,784 Kbit/s","4068413.5605","0 %","0.0000","100 %","0000009999"
"9/12/2025 3:00:00 PM - 4:00:00 PM","45912.3750000000","103,526,782 Kbit","13251428133.7251","28,760 Kbit/s","3681279.4842","0 %","0.0000","100 %","0000009999"
"9/12/2025 4:00:00 PM - 5:00:00 PM","45912.4166666667","81,424,859 Kbit","10422382010.3063","22,620 Kbit/s","2895363.4796","0 %","0.0000","100 %","0000009999"
"9/12/2025 5:00:00 PM - 6:00:00 PM","45912.4583333333","33,371,893 Kbit","4271602324.2418","9,271 Kbit/s","1186648.4961","0 %","0.0000","100 %","0000009999"
"9/12/2025 6:00:00 PM - 7:00:00 PM","45912.5000000000","6,043,395 Kbit","773554614.5162","1,679 Kbit/s","214893.5927","0 %","0.0000","100 %","0000009999"
"9/12/2025 7:00:00 PM - 8:00:00 PM","45912.5416666667","1,571,390 Kbit","201137969.1809","437 Kbit/s","55876.6249","0 %","0.0000","100 %","0000009999"
"9/12/2025 8:00:00 PM - 9:00:00 PM","45912.5833333333","1,226,879 Kbit","157040524.4268","341 Kbit/s","43625.2762","0 %","0.0000","100 %","0000009999"
"9/12/2025 9:00:00 PM - 10:00:00 PM","45912.6250000000","1,163,620 Kbit","148943361.1701","323 Kbit/s","41376.7189","0 %","0.0000","100 %","0000009999"
"9/12/2025 10:00:00 PM - 11:00:00 PM","45912.6666666667","1,121,653 Kbit","143571585.3336","312 Kbit/s","39883.9872","0 %","0.0000","100 %","0000009999"
"9/12/2025 11:00:00 PM - 12:00:00 AM","45912.7083333333","1,136,935 Kbit","145527681.9267","316 Kbit/s","40427.7251","0 %","0.0000","100 %","0000009999"
"9/13/2025 12:00:00 AM - 1:00:00 AM","45912.7500000000","1,190,749 Kbit","152415866.9280","331 Kbit/s","42341.2693","0 %","0.0000","100 %","0000009999"
"9/13/2025 1:00:00 AM - 2:00:00 AM","45912.7916666667","1,217,297 Kbit","155814054.3545","338 Kbit/s","43285.4091","0 %","0.0000","100 %","0000009999"
"9/13/2025 2:00:00 AM - 3:00:00 AM","45912.8333333333","1,224,791 Kbit","156773301.7400","340 Kbit/s","43551.7687","0 %","0.0000","100 %","0000009999"
"9/13/2025 3:00:00 AM - 4:00:00 AM","45912.8750000000","1,169,068 Kbit","149640762.8190","325 Kbit/s","41569.8808","0 %","0.0000","100 %","0000009999"
"9/13/2025 4:00:00 AM - 5:00:00 AM","45912.9166666667","1,163,032 Kbit","148868116.4350","323 Kbit/s","41355.7009","0 %","0.0000","100 %","0000009999"
"9/13/2025 5:00:00 AM - 6:00:00 AM","45912.9583333333","1,146,466 Kbit","146747697.0543","318 Kbit/s","40766.5332","0 %","0.0000","100 %","0000009999"
"9/13/2025 6:00:00 AM - 7:00:00 AM","45913.0000000000","1,133,991 Kbit","145150811.6445","315 Kbit/s","40323.3662","0 %","0.0000","100 %","0000009999"
"9/13/2025 7:00:00 AM - 8:00:00 AM","45913.0416666667","1,149,893 Kbit","147186336.6596","319 Kbit/s","40888.5009","0 %","0.0000","100 %","0000009999"
"9/13/2025 8:00:00 AM - 9:00:00 AM","45913.0833333333","1,142,596 Kbit","146252338.1949","317 Kbit/s","40629.5996","0 %","0.0000","100 %","0000009999"
"9/13/2025 9:00:00 AM - 10:00:00 AM","45913.1250000000","1,168,625 Kbit","149584040.1845","325 Kbit/s","41553.8925","0 %","0.0000","100 %","0000009999"
"9/13/2025 10:00:00 AM - 11:00:00 AM","45913.1666666667","1,194,910 Kbit","152948515.8817","332 Kbit/s","42489.2396","0 %","0.0000","100 %","0000009999"
"9/13/2025 11:00:00 AM - 12:00:00 PM","45913.2083333333","1,193,278 Kbit","152739641.1523","331 Kbit/s","42430.9783","0 %","0.0000","100 %","0000009999"
"9/13/2025 12:00:00 PM - 1:00:00 PM","45913.2500000000","1,158,030 Kbit","148227781.0801","322 Kbit/s","41177.4719","0 %","0.0000","100 %","0000009999"
"9/13/2025 1:00:00 PM - 2:00:00 PM","45913.2916666667","1,153,109 Kbit","147597986.1014","320 Kbit/s","41002.2880","0 %","0.0000","100 %","0000009999"
"9/13/2025 2:00:00 PM - 3:00:00 PM","45913.3333333333","1,147,455 Kbit","146874281.8223","319 Kbit/s","40801.2450","0 %","0.0000","100 %","0000009999"
"9/13/2025 3:00:00 PM - 4:00:00 PM","45913.3750000000","1,120,406 Kbit","143412001.0995","311 Kbit/s","39840.2083","0 %","0.0000","100 %","0000009999"
"9/13/2025 4:00:00 PM - 5:00:00 PM","45913.4166666667","1,125,536 Kbit","144068610.9760","313 Kbit/s","40022.3938","0 %","0.0000","100 %","0000009999"
"9/13/2025 5:00:00 PM - 6:00:00 PM","45913.4583333333","1,549,732 Kbit","198365713.8511","431 Kbit/s","55105.8732","0 %","0.0000","100 %","0000009999"
"9/13/2025 6:00:00 PM - 7:00:00 PM","45913.5000000000","1,144,569 Kbit","146504804.2700","318 Kbit/s","40699.0575","0 %","0.0000","100 %","0000009999"
"9/13/2025 7:00:00 PM - 8:00:00 PM","45913.5416666667","1,154,977 Kbit","147837067.7567","321 Kbit/s","41069.0464","0 %","0.0000","100 %","0000009999"
"9/13/2025 8:00:00 PM - 9:00:00 PM","45913.5833333333","1,162,681 Kbit","148823183.3719","323 Kbit/s","41343.1036","0 %","0.0000","100 %","0000009999"
"9/13/2025 9:00:00 PM - 10:00:00 PM","45913.6250000000","1,161,630 Kbit","148688684.3353","323 Kbit/s","41305.8545","0 %","0.0000","100 %","0000009999"
"9/13/2025 10:00:00 PM - 11:00:00 PM","45913.6666666667","1,115,600 Kbit","142796851.8089","310 Kbit/s","39669.3183","0 %","0.0000","100 %","0000009999"
"9/13/2025 11:00:00 PM - 12:00:00 AM","45913.7083333333","1,104,610 Kbit","141390136.3991","307 Kbit/s","39278.2020","0 %","0.0000","100 %","0000009999"
"9/14/2025 12:00:00 AM - 1:00:00 AM","45913.7500000000","1,164,904 Kbit","149107670.0926","324 Kbit/s","41421.7888","0 %","0.0000","100 %","0000009999"
"9/14/2025 1:00:00 AM - 2:00:00 AM","45913.7916666667","1,166,056 Kbit","149255213.5552","324 Kbit/s","41463.4672","0 %","0.0000","100 %","0000009999"
"9/14/2025 2:00:00 AM - 3:00:00 AM","45913.8333333333","1,161,508 Kbit","148673003.0382","323 Kbit/s","41301.3835","0 %","0.0000","100 %","0000009999"
"9/14/2025 3:00:00 AM - 4:00:00 AM","45913.8750000000","1,163,581 Kbit","148938380.7102","323 Kbit/s","41375.3353","0 %","0.0000","100 %","0000009999"
"9/14/2025 4:00:00 AM - 5:00:00 AM","45913.9166666667","1,130,640 Kbit","144721916.3722","314 Kbit/s","40203.7710","0 %","0.0000","100 %","0000009999"
"9/14/2025 5:00:00 AM - 6:00:00 AM","45913.9583333333","1,120,853 Kbit","143469150.4023","311 Kbit/s","39855.6417","0 %","0.0000","100 %","0000009999"
"9/14/2025 6:00:00 AM - 7:00:00 AM","45914.0000000000","1,134,437 Kbit","145207908.9813","315 Kbit/s","40338.8918","0 %","0.0000","100 %","0000009999"
"9/14/2025 7:00:00 AM - 8:00:00 AM","45914.0416666667","1,117,653 Kbit","143059591.2719","310 Kbit/s","39742.0872","0 %","0.0000","100 %","0000009999"
"9/14/2025 8:00:00 AM - 9:00:00 AM","45914.0833333333","1,113,304 Kbit","142502933.8618","309 Kbit/s","39587.8872","0 %","0.0000","100 %","0000009999"
"9/14/2025 9:00:00 AM - 10:00:00 AM","45914.1250000000","1,131,169 Kbit","144789664.1889","314 Kbit/s","40222.5913","0 %","0.0000","100 %","0000009999"
"9/14/2025 10:00:00 AM - 11:00:00 AM","45914.1666666667","1,140,481 Kbit","145981602.5978","317 Kbit/s","40553.8247","0 %","0.0000","100 %","0000009999"
"9/14/2025 11:00:00 AM - 12:00:00 PM","45914.2083333333","1,135,869 Kbit","145391270.8301","316 Kbit/s","40389.7177","0 %","0.0000","100 %","0000009999"
"9/14/2025 12:00:00 PM - 1:00:00 PM","45914.2500000000","1,134,520 Kbit","145218612.7397","315 Kbit/s","40341.8654","0 %","0.0000","100 %","0000009999"
