"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"10/24/2025 8:00:00 AM - 9:00:00 AM","45954.0833333333","99,342 MByte","104167943370.1307","232 Mbit/s","28937790.5421","20,057 MByte","21031084234.7399","47 Mbit/s","5842422.2536","79,285 MByte","83136859135.3908","185 Mbit/s","23095368.2885","0 %","0.0000","100 %","0000009999"
"10/24/2025 9:00:00 AM - 10:00:00 AM","45954.1250000000","281,722 MByte","295407366485.7652","657 Mbit/s","82063528.6120","59,319 MByte","62200345180.1484","138 Mbit/s","17279121.5977","222,404 MByte","233207021305.6168","518 Mbit/s","64784407.0143","0 %","0.0000","100 %","0000009999"
"10/24/2025 10:00:00 AM - 11:00:00 AM","45954.1666666667","353,162 MByte","370317555753.9917","823 Mbit/s","102875132.1656","67,992 MByte","71294535545.9686","158 Mbit/s","19805798.1671","285,171 MByte","299023020208.0231","665 Mbit/s","83069333.9986","0 %","0.0000","100 %","0000009999"
"10/24/2025 11:00:00 AM - 12:00:00 PM","45954.2083333333","335,383 MByte","351674159131.1733","782 Mbit/s","97694593.5198","58,990 MByte","61855912448.1470","137 Mbit/s","17183486.6638","276,392 MByte","289818246683.0264","644 Mbit/s","80511106.8561","0 %","0.0000","100 %","0000009999"
"10/24/2025 12:00:00 PM - 1:00:00 PM","45954.2500000000","281,651 MByte","295332403195.6194","656 Mbit/s","82043615.6334","38,448 MByte","40315983278.0676","90 Mbit/s","11199817.5620","243,203 MByte","255016419917.5518","567 Mbit/s","70843798.0714","0 %","0.0000","100 %","0000009999"
"10/24/2025 1:00:00 PM - 2:00:00 PM","45954.2916666667","344,366 MByte","361094201154.6165","802 Mbit/s","100311189.4622","54,498 MByte","57145162044.5307","127 Mbit/s","15874802.6370","289,868 MByte","303949039110.0858","675 Mbit/s","84436386.8252","0 %","0.0000","100 %","0000009999"
"10/24/2025 2:00:00 PM - 3:00:00 PM","45954.3333333333","397,034 MByte","416320029149.6020","925 Mbit/s","115653447.8097","58,435 MByte","61273951943.1057","136 Mbit/s","17021866.1293","338,598 MByte","355046077206.4963","789 Mbit/s","98631581.6804","0 %","0.0000","100 %","0000009999"
"10/24/2025 3:00:00 PM - 4:00:00 PM","45954.3750000000","323,086 MByte","338780329254.2312","753 Mbit/s","94112966.9125","61,065 MByte","64031112491.1954","142 Mbit/s","17787803.6323","262,021 MByte","274749216763.0358","611 Mbit/s","76325163.2802","0 %","0.0000","100 %","0000009999"
"10/24/2025 4:00:00 PM - 5:00:00 PM","45954.4166666667","267,305 MByte","280289197828.7349","623 Mbit/s","77864599.2246","31,943 MByte","33494787164.0136","74 Mbit/s","9304882.9525","235,361 MByte","246794410664.7213","548 Mbit/s","68559716.2721","0 %","0.0000","100 %","0000009999"
"10/24/2025 5:00:00 PM - 6:00:00 PM","45954.4583333333","193,037 MByte","202413450035.3711","450 Mbit/s","56230800.4399","20,357 MByte","21345498853.3345","47 Mbit/s","5929815.8601","172,680 MByte","181067951182.0366","402 Mbit/s","50300984.5798","0 %","0.0000","100 %","0000009999"
"10/24/2025 6:00:00 PM - 7:00:00 PM","45954.5000000000","198,159 MByte","207784752944.3618","462 Mbit/s","57722957.5170","9,401 MByte","9857473999.8961","22 Mbit/s","2738423.0308","188,758 MByte","197927278944.4657","440 Mbit/s","54984534.4862","0 %","0.0000","100 %","0000009999"
"10/24/2025 7:00:00 PM - 8:00:00 PM","45954.5416666667","25,896 MByte","27154180823.2705","60 Mbit/s","7543477.5837","1,790 MByte","1876491282.9318","4.17 Mbit/s","521292.4677","24,107 MByte","25277689540.3387","56 Mbit/s","7022185.1160","0 %","0.0000","100 %","0000009999"
"10/24/2025 8:00:00 PM - 9:00:00 PM","45954.5833333333","1,369 MByte","1435776098.3017","3.19 Mbit/s","398859.9323","509 MByte","533894915.2818","1.19 Mbit/s","148316.5028","860 MByte","901881183.0198","2 Mbit/s","250543.4295","0 %","0.0000","100 %","0000009999"
"10/24/2025 9:00:00 PM - 10:00:00 PM","45954.6250000000","1,126 MByte","1180735382.6568","2.62 Mbit/s","328004.8289","488 MByte","511634624.9893","1.14 Mbit/s","142130.5993","638 MByte","669100757.6675","1.49 Mbit/s","185874.2295","0 %","0.0000","100 %","0000009999"
"10/24/2025 10:00:00 PM - 11:00:00 PM","45954.6666666667","710 MByte","744672970.3157","1.65 Mbit/s","206867.9687","463 MByte","485896288.2228","1.08 Mbit/s","134980.5648","247 MByte","258776682.0928","0.58 Mbit/s","71887.4039","0 %","0.0000","100 %","0000009999"
"10/24/2025 11:00:00 PM - 12:00:00 AM","45954.7083333333","727 MByte","762296650.3051","1.69 Mbit/s","211764.3636","482 MByte","505240067.2187","1.12 Mbit/s","140354.5998","245 MByte","257056583.0864","0.57 Mbit/s","71409.7638","0 %","0.0000","100 %","0000009999"
"10/25/2025 12:00:00 AM - 1:00:00 AM","45954.7500000000","771 MByte","808522775.7379","1.80 Mbit/s","224607.1294","483 MByte","506952249.9950","1.13 Mbit/s","140831.0230","288 MByte","301570525.7429","0.67 Mbit/s","83776.1064","0 %","0.0000","100 %","0000009999"
"10/25/2025 1:00:00 AM - 2:00:00 AM","45954.7916666667","857 MByte","898969269.3579","2 Mbit/s","249735.1909","479 MByte","502720939.9485","1.12 Mbit/s","139656.7315","378 MByte","396248329.4094","0.88 Mbit/s","110078.4594","0 %","0.0000","100 %","0000009999"
"10/25/2025 2:00:00 AM - 3:00:00 AM","45954.8333333333","1,235 MByte","1294873415.4564","2.88 Mbit/s","359719.0349","489 MByte","513192876.0124","1.14 Mbit/s","142566.2492","745 MByte","781680539.4441","1.74 Mbit/s","217152.7856","0 %","0.0000","100 %","0000009999"
"10/25/2025 3:00:00 AM - 4:00:00 AM","45954.8750000000","1,005 MByte","1053648911.8475","2.34 Mbit/s","292705.4585","482 MByte","504957708.5037","1.12 Mbit/s","140278.1096","523 MByte","548691203.3437","1.22 Mbit/s","152427.3488","0 %","0.0000","100 %","0000009999"
"10/25/2025 4:00:00 AM - 5:00:00 AM","45954.9166666667","733 MByte","768926751.2174","1.71 Mbit/s","213608.5649","462 MByte","484658850.1690","1.08 Mbit/s","134638.6783","271 MByte","284267901.0483","0.63 Mbit/s","78969.8867","0 %","0.0000","100 %","0000009999"
"10/25/2025 5:00:00 AM - 6:00:00 AM","45954.9583333333","813 MByte","852231739.9862","1.89 Mbit/s","236748.7950","467 MByte","489340325.1042","1.09 Mbit/s","135938.0634","346 MByte","362891414.8820","0.81 Mbit/s","100810.7316","0 %","0.0000","100 %","0000009999"
"10/25/2025 6:00:00 AM - 7:00:00 AM","45955.0000000000","987 MByte","1034495785.5498","2.30 Mbit/s","287387.8809","464 MByte","486996277.2037","1.08 Mbit/s","135289.8969","522 MByte","547499508.3461","1.22 Mbit/s","152097.9841","0 %","0.0000","100 %","0000009999"
"10/25/2025 7:00:00 AM - 8:00:00 AM","45955.0416666667","1,114 MByte","1168056720.9640","2.60 Mbit/s","324483.6352","590 MByte","618751283.9315","1.38 Mbit/s","171887.7708","524 MByte","549305437.0325","1.22 Mbit/s","152595.8644","0 %","0.0000","100 %","0000009999"
"10/25/2025 8:00:00 AM - 9:00:00 AM","45955.0833333333","5,465 MByte","5730441783.2037","13 Mbit/s","1591913.1997","1,469 MByte","1540475149.7847","3.42 Mbit/s","427943.0483","3,996 MByte","4189966633.4191","9.31 Mbit/s","1163970.1514","0 %","0.0000","100 %","0000009999"
"10/25/2025 9:00:00 AM - 10:00:00 AM","45955.1250000000","3,694 MByte","3873363094.8444","8.61 Mbit/s","1076029.8401","1,147 MByte","1202926645.7291","2.67 Mbit/s","334175.9950","2,547 MByte","2670436449.1154","5.93 Mbit/s","741853.8451","0 %","0.0000","100 %","0000009999"
"10/25/2025 10:00:00 AM - 11:00:00 AM","45955.1666666667","2,723 MByte","2855751654.5636","6.35 Mbit/s","793332.6632","1,003 MByte","1051246659.1187","2.34 Mbit/s","292038.1086","1,721 MByte","1804504995.4449","4.01 Mbit/s","501294.5547","0 %","0.0000","100 %","0000009999"
"10/25/2025 11:00:00 AM - 12:00:00 PM","45955.2083333333","3,461 MByte","3629406979.9790","8.07 Mbit/s","1008255.4275","668 MByte","700324079.5086","1.56 Mbit/s","194551.2196","2,793 MByte","2929082900.4704","6.51 Mbit/s","813704.2080","0 %","0.0000","100 %","0000009999"
"10/25/2025 12:00:00 PM - 1:00:00 PM","45955.2500000000","2,195 MByte","2301315363.9187","5.11 Mbit/s","639303.9914","557 MByte","583601968.1257","1.30 Mbit/s","162124.2675","1,638 MByte","1717713395.7929","3.82 Mbit/s","477179.7239","0 %","0.0000","100 %","0000009999"
"10/25/2025 1:00:00 PM - 2:00:00 PM","45955.2916666667","1,041 MByte","1092024520.6490","2.43 Mbit/s","303365.4251","503 MByte","527894566.5671","1.17 Mbit/s","146649.6004","538 MByte","564129954.0819","1.25 Mbit/s","156715.8247","0 %","0.0000","100 %","0000009999"
"10/25/2025 2:00:00 PM - 3:00:00 PM","45955.3333333333","1,685 MByte","1766900291.4870","3.93 Mbit/s","490841.0862","548 MByte","575059213.8241","1.28 Mbit/s","159750.2080","1,137 MByte","1191841077.6629","2.65 Mbit/s","331090.8781","0 %","0.0000","100 %","0000009999"
"10/25/2025 3:00:00 PM - 4:00:00 PM","45955.3750000000","1,608 MByte","1686378249.5615","3.75 Mbit/s","468478.7439","515 MByte","540127133.9519","1.20 Mbit/s","150048.2358","1,093 MByte","1146251115.6096","2.55 Mbit/s","318430.5081","0 %","0.0000","100 %","0000009999"
"10/25/2025 4:00:00 PM - 5:00:00 PM","45955.4166666667","1,532 MByte","1606332711.8826","3.57 Mbit/s","446239.4781","470 MByte","493108151.7570","1.10 Mbit/s","136985.5215","1,062 MByte","1113224560.1256","2.47 Mbit/s","309253.9566","0 %","0.0000","100 %","0000009999"
"10/25/2025 5:00:00 PM - 6:00:00 PM","45955.4583333333","683 MByte","716572754.2291","1.59 Mbit/s","199064.5760","451 MByte","472602961.3337","1.05 Mbit/s","131289.5412","233 MByte","243969792.8954","0.54 Mbit/s","67775.0348","0 %","0.0000","100 %","0000009999"
"10/25/2025 6:00:00 PM - 7:00:00 PM","45955.5000000000","1,280 MByte","1342045562.4731","2.98 Mbit/s","372824.6096","482 MByte","504974279.0928","1.12 Mbit/s","140283.4924","798 MByte","837071283.3802","1.86 Mbit/s","232541.1172","0 %","0.0000","100 %","0000009999"
"10/25/2025 7:00:00 PM - 8:00:00 PM","45955.5416666667","751 MByte","787991276.9384","1.75 Mbit/s","218905.9241","473 MByte","495833225.0444","1.10 Mbit/s","137743.6953","279 MByte","292158051.8941","0.65 Mbit/s","81162.2288","0 %","0.0000","100 %","0000009999"
"10/25/2025 8:00:00 PM - 9:00:00 PM","45955.5833333333","685 MByte","717899646.6382","1.60 Mbit/s","199431.5259","458 MByte","480251182.8588","1.07 Mbit/s","133413.1123","227 MByte","237648463.7794","0.53 Mbit/s","66018.4135","0 %","0.0000","100 %","0000009999"
"10/25/2025 9:00:00 PM - 10:00:00 PM","45955.6250000000","786 MByte","824333333.6863","1.83 Mbit/s","228998.6565","464 MByte","486046171.2225","1.08 Mbit/s","135022.9521","323 MByte","338287162.4638","0.75 Mbit/s","93975.7044","0 %","0.0000","100 %","0000009999"
"10/25/2025 10:00:00 PM - 11:00:00 PM","45955.6666666667","785 MByte","822864310.5624","1.83 Mbit/s","228589.9289","460 MByte","482286265.1420","1.07 Mbit/s","133978.0832","325 MByte","340578045.4204","0.76 Mbit/s","94611.8457","0 %","0.0000","100 %","0000009999"
"10/25/2025 11:00:00 PM - 12:00:00 AM","45955.7083333333","683 MByte","715767412.6821","1.59 Mbit/s","198841.4038","451 MByte","473123536.8320","1.05 Mbit/s","131434.5226","231 MByte","242643875.8501","0.54 Mbit/s","67406.8811","0 %","0.0000","100 %","0000009999"
"10/26/2025 12:00:00 AM - 1:00:00 AM","45955.7500000000","753 MByte","789345714.4082","1.75 Mbit/s","219279.1444","497 MByte","520651718.8091","1.16 Mbit/s","144636.3252","256 MByte","268693995.5991","0.60 Mbit/s","74642.8192","0 %","0.0000","100 %","0000009999"
"10/26/2025 1:00:00 AM - 2:00:00 AM","45955.7916666667","703 MByte","737501069.5521","1.64 Mbit/s","204877.9123","458 MByte","479948850.4857","1.07 Mbit/s","133329.8656","246 MByte","257552219.0664","0.57 Mbit/s","71548.0467","0 %","0.0000","100 %","0000009999"
"10/26/2025 2:00:00 AM - 3:00:00 AM","45955.8333333333","1,202 MByte","1260556845.7174","2.80 Mbit/s","350182.8885","481 MByte","504500528.6076","1.12 Mbit/s","140150.3256","721 MByte","756056317.1098","1.68 Mbit/s","210032.5629","0 %","0.0000","100 %","0000009999"
"10/26/2025 3:00:00 AM - 4:00:00 AM","45955.8750000000","1,063 MByte","1114815740.9661","2.48 Mbit/s","309694.2662","493 MByte","516658072.0374","1.15 Mbit/s","143526.8956","570 MByte","598157668.9287","1.33 Mbit/s","166167.3706","0 %","0.0000","100 %","0000009999"
"10/26/2025 4:00:00 AM - 5:00:00 AM","45955.9166666667","1,084 MByte","1136404005.4758","2.53 Mbit/s","315693.2101","477 MByte","500603281.0728","1.11 Mbit/s","139067.6696","606 MByte","635800724.4030","1.41 Mbit/s","176625.5405","0 %","0.0000","100 %","0000009999"
"10/26/2025 5:00:00 AM - 6:00:00 AM","45955.9583333333","1,208 MByte","1266678526.4617","2.82 Mbit/s","351882.5149","457 MByte","479553010.2863","1.07 Mbit/s","133219.5310","751 MByte","787125516.1753","1.75 Mbit/s","218662.9838","0 %","0.0000","100 %","0000009999"
"10/26/2025 6:00:00 AM - 7:00:00 AM","45956.0000000000","780 MByte","818352402.4703","1.82 Mbit/s","227340.3198","456 MByte","477735340.4169","1.06 Mbit/s","132716.0582","325 MByte","340617062.0535","0.76 Mbit/s","94624.2616","0 %","0.0000","100 %","0000009999"
"10/26/2025 7:00:00 AM - 8:00:00 AM","45956.0416666667","737 MByte","772395085.2231","1.72 Mbit/s","214570.2831","458 MByte","480452591.8497","1.07 Mbit/s","133469.0635","278 MByte","291942493.3734","0.65 Mbit/s","81101.2196","0 %","0.0000","100 %","0000009999"
"10/26/2025 8:00:00 AM - 9:00:00 AM","45956.0833333333","1,316 MByte","1379661653.9546","3.07 Mbit/s","383268.0934","489 MByte","512947276.9486","1.14 Mbit/s","142496.0419","827 MByte","866714377.0060","1.93 Mbit/s","240772.0515","0 %","0.0000","100 %","0000009999"
"10/26/2025 9:00:00 AM - 10:00:00 AM","45956.1250000000","3,298 MByte","3458158831.3997","7.69 Mbit/s","960677.0633","545 MByte","571155127.1958","1.27 Mbit/s","158666.9835","2,753 MByte","2887003704.2039","6.42 Mbit/s","802010.0798","0 %","0.0000","100 %","0000009999"
"10/26/2025 10:00:00 AM - 11:00:00 AM","45956.1666666667","4,797 MByte","5030366106.8830","11 Mbit/s","1397444.2541","554 MByte","580866110.4685","1.29 Mbit/s","161365.5927","4,243 MByte","4449499996.4144","9.89 Mbit/s","1236078.6613","0 %","0.0000","100 %","0000009999"
"10/26/2025 11:00:00 AM - 12:00:00 PM","45956.2083333333","1,790 MByte","1877240508.9700","4.17 Mbit/s","521496.2578","517 MByte","542634310.5888","1.21 Mbit/s","150743.4774","1,273 MByte","1334606198.3812","2.97 Mbit/s","370752.7803","0 %","0.0000","100 %","0000009999"
"10/26/2025 12:00:00 PM - 1:00:00 PM","45956.2500000000","1,019 MByte","1068379042.4558","2.37 Mbit/s","296793.3913","508 MByte","532935540.6782","1.18 Mbit/s","148048.3426","511 MByte","535443501.7776","1.19 Mbit/s","148745.0487","0 %","0.0000","100 %","0000009999"
"10/26/2025 1:00:00 PM - 2:00:00 PM","45956.2916666667","2,668 MByte","2797691831.4598","6.22 Mbit/s","777203.5457","496 MByte","520172497.7114","1.16 Mbit/s","144504.8039","2,172 MByte","2277519333.7484","5.06 Mbit/s","632698.7418","0 %","0.0000","100 %","0000009999"
"10/26/2025 2:00:00 PM - 3:00:00 PM","45956.3333333333","1,202 MByte","1260215957.9247","2.80 Mbit/s","350087.2173","543 MByte","569835971.3928","1.27 Mbit/s","158300.0821","658 MByte","690379986.5319","1.53 Mbit/s","191787.1353","0 %","0.0000","100 %","0000009999"
"10/26/2025 3:00:00 PM - 4:00:00 PM","45956.3750000000","1,079 MByte","1131092255.8035","2.51 Mbit/s","314218.4782","622 MByte","652109846.4320","1.45 Mbit/s","181156.7204","457 MByte","478982409.3715","1.06 Mbit/s","133061.7577","0 %","0.0000","100 %","0000009999"
"10/26/2025 4:00:00 PM - 5:00:00 PM","45956.4166666667","1,093 MByte","1146231474.4630","2.55 Mbit/s","318425.9363","491 MByte","514566735.9380","1.14 Mbit/s","142947.9109","602 MByte","631664738.5250","1.40 Mbit/s","175478.0254","0 %","0.0000","100 %","0000009999"
"10/26/2025 5:00:00 PM - 6:00:00 PM","45956.4583333333","730 MByte","765003424.7360","1.70 Mbit/s","212517.4805","457 MByte","479660249.9051","1.07 Mbit/s","133249.3221","272 MByte","285343174.8309","0.63 Mbit/s","79268.1583","0 %","0.0000","100 %","0000009999"
"10/26/2025 6:00:00 PM - 7:00:00 PM","45956.5000000000","840 MByte","880668077.9400","1.96 Mbit/s","244649.0499","486 MByte","509642412.7910","1.13 Mbit/s","141578.3485","354 MByte","371025665.1490","0.82 Mbit/s","103070.7014","0 %","0.0000","100 %","0000009999"
"10/26/2025 7:00:00 PM - 8:00:00 PM","45956.5416666667","723 MByte","758168450.9561","1.68 Mbit/s","210616.9737","495 MByte","518756575.1676","1.15 Mbit/s","144109.0562","228 MByte","239411875.7886","0.53 Mbit/s","66507.9174","0 %","0.0000","100 %","0000009999"
"10/26/2025 8:00:00 PM - 9:00:00 PM","45956.5833333333","724 MByte","758790118.8013","1.69 Mbit/s","210791.4279","493 MByte","517458918.1030","1.15 Mbit/s","143749.7689","230 MByte","241331200.6983","0.54 Mbit/s","67041.6590","0 %","0.0000","100 %","0000009999"
"10/26/2025 9:00:00 PM - 10:00:00 PM","45956.6250000000","814 MByte","853924111.7279","1.90 Mbit/s","237220.2516","461 MByte","483704426.2768","1.07 Mbit/s","134373.1651","353 MByte","370219685.4511","0.82 Mbit/s","102847.0864","0 %","0.0000","100 %","0000009999"
"10/26/2025 10:00:00 PM - 11:00:00 PM","45956.6666666667","683 MByte","715885357.8493","1.59 Mbit/s","198872.5117","460 MByte","482275178.4047","1.07 Mbit/s","133975.7477","223 MByte","233610179.4446","0.52 Mbit/s","64896.7640","0 %","0.0000","100 %","0000009999"
"10/26/2025 11:00:00 PM - 12:00:00 AM","45956.7083333333","674 MByte","706297938.4897","1.57 Mbit/s","196210.2227","457 MByte","479408031.5643","1.07 Mbit/s","133179.9960","216 MByte","226889906.9255","0.50 Mbit/s","63030.2267","0 %","0.0000","100 %","0000009999"
"10/27/2025 12:00:00 AM - 1:00:00 AM","45956.7500000000","722 MByte","756720898.6865","1.68 Mbit/s","210216.5998","497 MByte","520852213.3126","1.16 Mbit/s","144692.4242","225 MByte","235868685.3739","0.52 Mbit/s","65524.1756","0 %","0.0000","100 %","0000009999"
"10/27/2025 1:00:00 AM - 2:00:00 AM","45956.7916666667","728 MByte","763736559.5981","1.70 Mbit/s","212168.4931","454 MByte","475690897.7245","1.06 Mbit/s","132148.4741","275 MByte","288045661.8736","0.64 Mbit/s","80020.0190","0 %","0.0000","100 %","0000009999"
"10/27/2025 2:00:00 AM - 3:00:00 AM","45956.8333333333","1,028 MByte","1077468231.5877","2.39 Mbit/s","299321.6745","465 MByte","488014033.8891","1.08 Mbit/s","135570.7514","562 MByte","589454197.6986","1.31 Mbit/s","163750.9230","0 %","0.0000","100 %","0000009999"
"10/27/2025 3:00:00 AM - 4:00:00 AM","45956.8750000000","809 MByte","848751884.2737","1.89 Mbit/s","235784.7160","460 MByte","482065331.6328","1.07 Mbit/s","133918.5684","350 MByte","366686552.6409","0.81 Mbit/s","101866.1475","0 %","0.0000","100 %","0000009999"
"10/27/2025 4:00:00 AM - 5:00:00 AM","45956.9166666667","695 MByte","728538436.6170","1.62 Mbit/s","202389.7782","468 MByte","490829848.7891","1.09 Mbit/s","136353.7450","227 MByte","237708587.8279","0.53 Mbit/s","66036.0332","0 %","0.0000","100 %","0000009999"
"10/27/2025 5:00:00 AM - 6:00:00 AM","45956.9583333333","704 MByte","737979102.0990","1.64 Mbit/s","205009.5707","473 MByte","496172760.0262","1.10 Mbit/s","137836.1044","231 MByte","241806342.0728","0.54 Mbit/s","67173.4664","0 %","0.0000","100 %","0000009999"
"10/27/2025 6:00:00 AM - 7:00:00 AM","45957.0000000000","9,247 MByte","9696526106.4531","22 Mbit/s","2693718.9157","1,051 MByte","1101739750.5249","2.45 Mbit/s","306066.0255","8,197 MByte","8594786355.9282","19 Mbit/s","2387652.8902","0 %","0.0000","100 %","0000009999"
"10/27/2025 7:00:00 AM - 8:00:00 AM","45957.0416666667","69,770 MByte","73159657598.1257","163 Mbit/s","20323482.0094","5,526 MByte","5794328495.1420","13 Mbit/s","1609643.0026","64,245 MByte","67365329102.9837","150 Mbit/s","18713839.0068","0 %","0.0000","100 %","0000009999"
"10/27/2025 8:00:00 AM - 9:00:00 AM","45957.0833333333","460,620 MByte","482995186592.9705","1,073 Mbit/s","134173901.8307","45,835 MByte","48061823178.2394","107 Mbit/s","13351359.4419","414,785 MByte","434933363414.7311","967 Mbit/s","120822542.3887","0 %","0.0000","100 %","0000009999"
"10/27/2025 9:00:00 AM - 10:00:00 AM","45957.1250000000","972,271 MByte","1019500252615.4627","2,266 Mbit/s","283215755.7971","117,122 MByte","122811734816.5172","273 Mbit/s","34116929.5521","855,149 MByte","896688517798.9455","1,993 Mbit/s","249098826.2450","0 %","0.0000","100 %","0000009999"
"10/27/2025 10:00:00 AM - 11:00:00 AM","45957.1666666667","971,370 MByte","1018555186816.9256","2,264 Mbit/s","282951645.7579","126,791 MByte","132950327525.3242","295 Mbit/s","36933211.3412","844,579 MByte","885604859291.6013","1,968 Mbit/s","246018434.4167","0 %","0.0000","100 %","0000009999"
"10/27/2025 11:00:00 AM - 12:00:00 PM","45957.2083333333","633,309 MByte","664073031045.9370","1,476 Mbit/s","184481129.1687","97,878 MByte","102632072311.9560","228 Mbit/s","28511443.3261","535,432 MByte","561440958733.9811","1,248 Mbit/s","155969685.8426","0 %","0.0000","100 %","0000009999"
"10/27/2025 12:00:00 PM - 1:00:00 PM","45957.2500000000","379,932 MByte","398387190001.3559","885 Mbit/s","110673253.3819","57,136 MByte","59911009484.7425","133 Mbit/s","16643472.7308","322,796 MByte","338476180516.6134","752 Mbit/s","94029780.6512","0 %","0.0000","100 %","0000009999"
"10/27/2025 1:00:00 PM - 2:00:00 PM","45957.2916666667","575,666 MByte","603629569290.6610","1,342 Mbit/s","167689320.2722","91,263 MByte","95696553077.9658","213 Mbit/s","26584665.0900","484,403 MByte","507933016212.6951","1,129 Mbit/s","141104655.1822","0 %","0.0000","100 %","0000009999"
"10/27/2025 2:00:00 PM - 3:00:00 PM","45957.3333333333","688,705 MByte","722159740944.4882","1,605 Mbit/s","200616646.0940","96,553 MByte","101242822621.0822","225 Mbit/s","28125350.0628","592,153 MByte","620916918323.4060","1,380 Mbit/s","172491296.0312","0 %","0.0000","100 %","0000009999"
"10/27/2025 3:00:00 PM - 4:00:00 PM","45957.3750000000","659,652 MByte","691694933006.3709","1,537 Mbit/s","192151892.7826","91,643 MByte","96095038056.6945","214 Mbit/s","26695068.2570","568,008 MByte","595599894949.6765","1,324 Mbit/s","165456824.5256","0 %","0.0000","100 %","0000009999"
"10/27/2025 4:00:00 PM - 5:00:00 PM","45957.4166666667","417,438 MByte","437715820816.4770","973 Mbit/s","121596847.7682","68,517 MByte","71845462060.3292","160 Mbit/s","19958569.6873","348,921 MByte","365870358756.1478","813 Mbit/s","101638278.0809","0 %","0.0000","100 %","0000009999"
"10/27/2025 5:00:00 PM - 6:00:00 PM","45957.4583333333","187,598 MByte","196710453164.8205","437 Mbit/s","54646650.0258","25,285 MByte","26513424398.7051","59 Mbit/s","7365494.8214","162,313 MByte","170197028766.1154","378 Mbit/s","47281155.2044","0 %","0.0000","100 %","0000009999"
"10/27/2025 6:00:00 PM - 7:00:00 PM","45957.5000000000","74,689 MByte","78317167641.2895","174 Mbit/s","21756642.2779","9,079 MByte","9519834618.5952","21 Mbit/s","2644626.2369","65,610 MByte","68797333022.6943","153 Mbit/s","19112016.0410","0 %","0.0000","100 %","0000009999"
"10/27/2025 7:00:00 PM - 8:00:00 PM","45957.5416666667","47,331 MByte","49630539671.8700","110 Mbit/s","13787409.9708","3,824 MByte","4009802829.9226","8.91 Mbit/s","1113926.9467","43,507 MByte","45620736841.9475","101 Mbit/s","12673483.0241","0 %","0.0000","100 %","0000009999"
"10/27/2025 8:00:00 PM - 9:00:00 PM","45957.5833333333","1,714 MByte","1796780519.1297","4 Mbit/s","499151.4553","575 MByte","603102796.4810","1.34 Mbit/s","167543.9128","1,138 MByte","1193677722.6486","2.65 Mbit/s","331607.5425","0 %","0.0000","100 %","0000009999"
"10/27/2025 9:00:00 PM - 10:00:00 PM","45957.6250000000","1,066 MByte","1117617894.8268","2.48 Mbit/s","310474.4257","551 MByte","578023367.5896","1.28 Mbit/s","160574.9818","515 MByte","539594527.2372","1.20 Mbit/s","149899.4439","0 %","0.0000","100 %","0000009999"
"10/27/2025 10:00:00 PM - 11:00:00 PM","45957.6666666667","922 MByte","967219617.3616","2.15 Mbit/s","268691.5214","528 MByte","553542353.1999","1.23 Mbit/s","153772.8706","395 MByte","413677264.1617","0.92 Mbit/s","114918.6508","0 %","0.0000","100 %","0000009999"
"10/27/2025 11:00:00 PM - 12:00:00 AM","45957.7083333333","1,209 MByte","1267820219.5594","2.82 Mbit/s","352200.6549","531 MByte","556482237.8135","1.24 Mbit/s","154590.8525","678 MByte","711337981.7458","1.58 Mbit/s","197609.8024","0 %","0.0000","100 %","0000009999"
"10/28/2025 12:00:00 AM - 1:00:00 AM","45957.7500000000","1,264 MByte","1325690466.4245","2.95 Mbit/s","368275.9955","578 MByte","606343105.2793","1.35 Mbit/s","168441.7414","686 MByte","719347361.1452","1.60 Mbit/s","199834.2541","0 %","0.0000","100 %","0000009999"
"10/28/2025 1:00:00 AM - 2:00:00 AM","45957.7916666667","1,191 MByte","1249047310.9128","2.78 Mbit/s","346982.6462","518 MByte","543263436.6630","1.21 Mbit/s","150917.4098","673 MByte","705783874.2498","1.57 Mbit/s","196065.2364","0 %","0.0000","100 %","0000009999"
"10/28/2025 2:00:00 AM - 3:00:00 AM","45957.8333333333","1,111 MByte","1164536381.2499","2.59 Mbit/s","323506.5911","531 MByte","557166013.4275","1.24 Mbit/s","154779.9456","579 MByte","607370367.8223","1.35 Mbit/s","168726.6456","0 %","0.0000","100 %","0000009999"
"10/28/2025 3:00:00 AM - 4:00:00 AM","45957.8750000000","918 MByte","962850134.3875","2.14 Mbit/s","267479.9177","543 MByte","569245072.2918","1.27 Mbit/s","158136.3700","375 MByte","393605062.0957","0.87 Mbit/s","109343.5477","0 %","0.0000","100 %","0000009999"
"10/28/2025 4:00:00 AM - 5:00:00 AM","45957.9166666667","1,332 MByte","1396940402.7792","3.10 Mbit/s","388071.3401","537 MByte","562674588.6189","1.25 Mbit/s","156311.5228","796 MByte","834265814.1603","1.85 Mbit/s","231759.8173","0 %","0.0000","100 %","0000009999"
