"Date Time","Date Time(RAW)","Download IXP (volume)","Download IXP (volume)(RAW)","Download IXP (speed)","Download IXP (speed)(RAW)","Upload IXP (volume)","Upload IXP (volume)(RAW)","Upload IXP (speed)","Upload IXP (speed)(RAW)","Download NIX (volume)","Download NIX (volume)(RAW)","Download NIX (speed)","Download NIX (speed)(RAW)","Upload NIX (volume)","Upload NIX (volume)(RAW)","Upload NIX (speed)","Upload NIX (speed)(RAW)","Total (volume)","Total (volume)(RAW)","Total (speed)","Total (speed)(RAW)","Coverage","Coverage(RAW)"
"7/6/2025 11:00:00 AM - 12:00:00 PM","45844.2083333333","118 Mbit","117.5439","0.03 Mbit/s","0.0327","1,319 Mbit","1319.0721","0.37 Mbit/s","0.3664","1,319 Mbit","1319.3824","0.37 Mbit/s","0.3665","0.27 Mbit","0.2734","","0.0001","2,756 Mbit","2756.2718","0.77 Mbit/s","0.7657","100 %","0000009999"
"7/6/2025 12:00:00 PM - 1:00:00 PM","45844.2500000000","123 Mbit","122.9199","0.03 Mbit/s","0.0341","1,346 Mbit","1346.2363","0.37 Mbit/s","0.3740","1,346 Mbit","1345.9729","0.37 Mbit/s","0.3739","0.27 Mbit","0.2739","","0.0001","2,815 Mbit","2815.4029","0.78 Mbit/s","0.7821","100 %","0000009999"
"7/6/2025 1:00:00 PM - 2:00:00 PM","45844.2916666667","139 Mbit","139.4842","0.04 Mbit/s","0.0387","1,313 Mbit","1313.3911","0.36 Mbit/s","0.3649","1,313 Mbit","1313.4304","0.36 Mbit/s","0.3649","0.27 Mbit","0.2726","","0.0001","2,767 Mbit","2766.5783","0.77 Mbit/s","0.7686","100 %","0000009999"
"7/6/2025 2:00:00 PM - 3:00:00 PM","45844.3333333333","128 Mbit","127.6604","0.04 Mbit/s","0.0355","1,357 Mbit","1356.6567","0.38 Mbit/s","0.3769","1,357 Mbit","1356.5969","0.38 Mbit/s","0.3769","0.27 Mbit","0.2742","","0.0001","2,841 Mbit","2841.1882","0.79 Mbit/s","0.7893","100 %","0000009999"
"7/6/2025 3:00:00 PM - 4:00:00 PM","45844.3750000000","104 Mbit","104.0936","0.03 Mbit/s","0.0289","1,388 Mbit","1388.4585","0.39 Mbit/s","0.3857","1,388 Mbit","1388.4388","0.39 Mbit/s","0.3857","0.27 Mbit","0.2742","","0.0001","2,881 Mbit","2881.2651","0.80 Mbit/s","0.8004","100 %","0000009999"
"7/6/2025 4:00:00 PM - 5:00:00 PM","45844.4166666667","127 Mbit","126.6582","0.04 Mbit/s","0.0352","1,357 Mbit","1356.5191","0.38 Mbit/s","0.3768","1,357 Mbit","1356.8051","0.38 Mbit/s","0.3769","0.27 Mbit","0.2739","","0.0001","2,840 Mbit","2840.2564","0.79 Mbit/s","0.7890","100 %","0000009999"
"7/6/2025 5:00:00 PM - 6:00:00 PM","45844.4583333333","127 Mbit","126.8767","0.04 Mbit/s","0.0352","1,320 Mbit","1319.5210","0.37 Mbit/s","0.3666","1,319 Mbit","1319.2334","0.37 Mbit/s","0.3665","0.27 Mbit","0.2739","","0.0001","2,766 Mbit","2765.9050","0.77 Mbit/s","0.7684","100 %","0000009999"
"7/6/2025 6:00:00 PM - 7:00:00 PM","45844.5000000000","90 Mbit","89.9102","0.02 Mbit/s","0.0250","1,335 Mbit","1334.6719","0.37 Mbit/s","0.3708","1,335 Mbit","1334.7748","0.37 Mbit/s","0.3708","0.27 Mbit","0.2688","","0.0001","2,760 Mbit","2759.6257","0.77 Mbit/s","0.7666","100 %","0000009999"
"7/6/2025 7:00:00 PM - 8:00:00 PM","45844.5416666667","126 Mbit","126.2464","0.04 Mbit/s","0.0351","1,334 Mbit","1333.5116","0.37 Mbit/s","0.3705","1,333 Mbit","1333.4017","0.37 Mbit/s","0.3704","0.27 Mbit","0.2732","","0.0001","2,793 Mbit","2793.4329","0.78 Mbit/s","0.7760","100 %","0000009999"
"7/6/2025 8:00:00 PM - 9:00:00 PM","45844.5833333333","91 Mbit","91.1194","0.03 Mbit/s","0.0253","1,319 Mbit","1318.8160","0.37 Mbit/s","0.3664","1,319 Mbit","1319.0426","0.37 Mbit/s","0.3664","0.27 Mbit","0.2742","","0.0001","2,729 Mbit","2729.2521","0.76 Mbit/s","0.7582","100 %","0000009999"
"7/6/2025 9:00:00 PM - 10:00:00 PM","45844.6250000000","126 Mbit","126.4587","0.04 Mbit/s","0.0351","1,350 Mbit","1349.8874","0.37 Mbit/s","0.3750","1,350 Mbit","1349.6588","0.37 Mbit/s","0.3749","0.27 Mbit","0.2745","","0.0001","2,826 Mbit","2826.2794","0.79 Mbit/s","0.7851","100 %","0000009999"
"7/6/2025 10:00:00 PM - 11:00:00 PM","45844.6666666667","92 Mbit","92.0025","0.03 Mbit/s","0.0256","1,312 Mbit","1312.3897","0.36 Mbit/s","0.3646","1,312 Mbit","1312.4357","0.36 Mbit/s","0.3646","0.28 Mbit","0.2787","","0.0001","2,717 Mbit","2717.1066","0.75 Mbit/s","0.7548","100 %","0000009999"
"7/6/2025 11:00:00 PM - 12:00:00 AM","45844.7083333333","133 Mbit","132.6785","0.04 Mbit/s","0.0369","1,357 Mbit","1357.3432","0.38 Mbit/s","0.3771","1,357 Mbit","1357.3233","0.38 Mbit/s","0.3771","0.27 Mbit","0.2743","","0.0001","2,848 Mbit","2847.6193","0.79 Mbit/s","0.7911","100 %","0000009999"
"7/7/2025 12:00:00 AM - 1:00:00 AM","45844.7500000000","93 Mbit","92.6429","0.03 Mbit/s","0.0257","1,313 Mbit","1312.9899","0.36 Mbit/s","0.3647","1,313 Mbit","1312.9689","0.36 Mbit/s","0.3647","0.27 Mbit","0.2739","","0.0001","2,719 Mbit","2718.8755","0.76 Mbit/s","0.7553","100 %","0000009999"
"7/7/2025 1:00:00 AM - 2:00:00 AM","45844.7916666667","136 Mbit","136.1538","0.04 Mbit/s","0.0378","1,347 Mbit","1347.1389","0.37 Mbit/s","0.3742","1,347 Mbit","1347.3814","0.37 Mbit/s","0.3743","0.27 Mbit","0.2735","","0.0001","2,831 Mbit","2830.9476","0.79 Mbit/s","0.7864","100 %","0000009999"
"7/7/2025 2:00:00 AM - 3:00:00 AM","45844.8333333333","91 Mbit","90.8206","0.03 Mbit/s","0.0252","1,324 Mbit","1323.7908","0.37 Mbit/s","0.3677","1,324 Mbit","1323.5720","0.37 Mbit/s","0.3677","0.27 Mbit","0.2732","","0.0001","2,738 Mbit","2738.4566","0.76 Mbit/s","0.7607","100 %","0000009999"
"7/7/2025 3:00:00 AM - 4:00:00 AM","45844.8750000000","129 Mbit","129.3035","0.04 Mbit/s","0.0359","1,334 Mbit","1334.1555","0.37 Mbit/s","0.3706","1,334 Mbit","1334.2520","0.37 Mbit/s","0.3707","0.28 Mbit","0.2751","","0.0001","2,798 Mbit","2797.9861","0.78 Mbit/s","0.7773","100 %","0000009999"
"7/7/2025 4:00:00 AM - 5:00:00 AM","45844.9166666667","101 Mbit","101.2289","0.03 Mbit/s","0.0281","1,337 Mbit","1337.3946","0.37 Mbit/s","0.3715","1,337 Mbit","1337.2998","0.37 Mbit/s","0.3715","0.27 Mbit","0.2743","","0.0001","2,776 Mbit","2776.1976","0.77 Mbit/s","0.7712","100 %","0000009999"
"7/7/2025 5:00:00 AM - 6:00:00 AM","45844.9583333333","158 Mbit","157.5180","0.04 Mbit/s","0.0438","1,321 Mbit","1320.6699","0.37 Mbit/s","0.3669","1,321 Mbit","1320.7999","0.37 Mbit/s","0.3669","0.27 Mbit","0.2735","","0.0001","2,799 Mbit","2799.2613","0.78 Mbit/s","0.7776","100 %","0000009999"
"7/7/2025 6:00:00 AM - 7:00:00 AM","45845.0000000000","127 Mbit","126.8061","0.04 Mbit/s","0.0352","1,354 Mbit","1354.4491","0.38 Mbit/s","0.3763","1,354 Mbit","1354.3146","0.38 Mbit/s","0.3762","0.27 Mbit","0.2747","","0.0001","2,836 Mbit","2835.8445","0.79 Mbit/s","0.7878","100 %","0000009999"
"7/7/2025 7:00:00 AM - 8:00:00 AM","45845.0416666667","92 Mbit","92.4850","0.03 Mbit/s","0.0257","1,312 Mbit","1312.4506","0.36 Mbit/s","0.3646","1,312 Mbit","1312.4545","0.36 Mbit/s","0.3646","0.27 Mbit","0.2741","","0.0001","2,718 Mbit","2717.6643","0.75 Mbit/s","0.7550","100 %","0000009999"
"7/7/2025 8:00:00 AM - 9:00:00 AM","45845.0833333333","128 Mbit","128.0012","0.04 Mbit/s","0.0356","1,358 Mbit","1358.3735","0.38 Mbit/s","0.3774","1,358 Mbit","1358.4024","0.38 Mbit/s","0.3774","0.27 Mbit","0.2742","","0.0001","2,845 Mbit","2845.0513","0.79 Mbit/s","0.7903","100 %","0000009999"
"7/7/2025 9:00:00 AM - 10:00:00 AM","45845.1250000000","127 Mbit","126.5990","0.04 Mbit/s","0.0352","1,314 Mbit","1313.5258","0.36 Mbit/s","0.3649","1,314 Mbit","1313.5276","0.36 Mbit/s","0.3649","0.27 Mbit","0.2749","","0.0001","2,754 Mbit","2753.9273","0.77 Mbit/s","0.7650","100 %","0000009999"
"7/7/2025 10:00:00 AM - 11:00:00 AM","45845.1666666667","97 Mbit","96.5004","0.03 Mbit/s","0.0268","1,346 Mbit","1345.5431","0.37 Mbit/s","0.3738","1,346 Mbit","1345.6923","0.37 Mbit/s","0.3738","0.27 Mbit","0.2746","","0.0001","2,788 Mbit","2788.0104","0.77 Mbit/s","0.7745","100 %","0000009999"
"7/7/2025 11:00:00 AM - 12:00:00 PM","45845.2083333333","133 Mbit","132.7162","0.04 Mbit/s","0.0369","1,327 Mbit","1327.4378","0.37 Mbit/s","0.3688","1,327 Mbit","1327.2616","0.37 Mbit/s","0.3687","0.27 Mbit","0.2743","","0.0001","2,788 Mbit","2787.6899","0.77 Mbit/s","0.7744","100 %","0000009999"
"7/7/2025 12:00:00 PM - 1:00:00 PM","45845.2500000000","134 Mbit","134.0009","0.04 Mbit/s","0.0372","1,327 Mbit","1327.3217","0.37 Mbit/s","0.3687","1,328 Mbit","1327.5611","0.37 Mbit/s","0.3688","0.27 Mbit","0.2738","","0.0001","2,789 Mbit","2789.1575","0.77 Mbit/s","0.7748","100 %","0000009999"
"7/7/2025 1:00:00 PM - 2:00:00 PM","45845.2916666667","99 Mbit","98.5299","0.03 Mbit/s","0.0274","1,342 Mbit","1341.9435","0.37 Mbit/s","0.3728","1,342 Mbit","1341.6829","0.37 Mbit/s","0.3727","0.27 Mbit","0.2741","","0.0001","2,782 Mbit","2782.4305","0.77 Mbit/s","0.7730","100 %","0000009999"
"7/7/2025 2:00:00 PM - 3:00:00 PM","45845.3333333333","126 Mbit","126.2212","0.04 Mbit/s","0.0376","1,195 Mbit","1195.3849","0.36 Mbit/s","0.3558","1,195 Mbit","1195.4668","0.36 Mbit/s","0.3558","0.26 Mbit","0.2560","","0.0001","2,517 Mbit","2517.3289","0.75 Mbit/s","0.7492","93 %","0000009333"
"7/7/2025 3:00:00 PM - 4:00:00 PM","45845.3750000000","134 Mbit","134.0794","0.04 Mbit/s","0.0372","1,356 Mbit","1356.1339","0.38 Mbit/s","0.3767","1,356 Mbit","1356.1025","0.38 Mbit/s","0.3767","0.27 Mbit","0.2675","","0.0001","2,847 Mbit","2846.5833","0.79 Mbit/s","0.7908","100 %","0000009999"
"7/7/2025 4:00:00 PM - 5:00:00 PM","45845.4166666667","132 Mbit","131.9707","0.04 Mbit/s","0.0367","1,312 Mbit","1312.2972","0.36 Mbit/s","0.3646","1,312 Mbit","1312.2394","0.36 Mbit/s","0.3645","0.27 Mbit","0.2739","","0.0001","2,757 Mbit","2756.7812","0.77 Mbit/s","0.7658","100 %","0000009999"
"7/7/2025 5:00:00 PM - 6:00:00 PM","45845.4583333333","97 Mbit","97.4040","0.03 Mbit/s","0.0271","1,354 Mbit","1353.9994","0.38 Mbit/s","0.3761","1,354 Mbit","1354.0820","0.38 Mbit/s","0.3762","0.27 Mbit","0.2739","","0.0001","2,806 Mbit","2805.7593","0.78 Mbit/s","0.7794","100 %","0000009999"
"7/7/2025 6:00:00 PM - 7:00:00 PM","45845.5000000000","133 Mbit","133.2621","0.04 Mbit/s","0.0370","1,315 Mbit","1315.4348","0.37 Mbit/s","0.3654","1,315 Mbit","1315.3518","0.37 Mbit/s","0.3654","0.27 Mbit","0.2743","","0.0001","2,764 Mbit","2764.3230","0.77 Mbit/s","0.7679","100 %","0000009999"
"7/7/2025 7:00:00 PM - 8:00:00 PM","45845.5416666667","96 Mbit","96.0906","0.03 Mbit/s","0.0267","1,338 Mbit","1338.0393","0.37 Mbit/s","0.3717","1,338 Mbit","1338.1438","0.37 Mbit/s","0.3717","0.27 Mbit","0.2742","","0.0001","2,773 Mbit","2772.5480","0.77 Mbit/s","0.7702","100 %","0000009999"
"7/7/2025 8:00:00 PM - 9:00:00 PM","45845.5833333333","137 Mbit","137.1012","0.04 Mbit/s","0.0381","1,355 Mbit","1355.3658","0.38 Mbit/s","0.3765","1,355 Mbit","1355.3071","0.38 Mbit/s","0.3765","0.27 Mbit","0.2746","","0.0001","2,848 Mbit","2848.0487","0.79 Mbit/s","0.7912","100 %","0000009999"
"7/7/2025 9:00:00 PM - 10:00:00 PM","45845.6250000000","97 Mbit","97.0878","0.03 Mbit/s","0.0270","1,327 Mbit","1327.1368","0.37 Mbit/s","0.3687","1,327 Mbit","1327.3171","0.37 Mbit/s","0.3687","0.27 Mbit","0.2745","","0.0001","2,752 Mbit","2751.8161","0.76 Mbit/s","0.7645","100 %","0000009999"
"7/7/2025 10:00:00 PM - 11:00:00 PM","45845.6666666667","131 Mbit","130.9231","0.04 Mbit/s","0.0364","1,347 Mbit","1347.2847","0.37 Mbit/s","0.3743","1,347 Mbit","1347.0545","0.37 Mbit/s","0.3742","0.27 Mbit","0.2744","","0.0001","2,826 Mbit","2825.5367","0.78 Mbit/s","0.7849","100 %","0000009999"
"7/7/2025 11:00:00 PM - 12:00:00 AM","45845.7083333333","97 Mbit","97.4760","0.03 Mbit/s","0.0271","1,313 Mbit","1313.0645","0.36 Mbit/s","0.3648","1,313 Mbit","1313.0743","0.36 Mbit/s","0.3648","0.28 Mbit","0.2756","","0.0001","2,724 Mbit","2723.8904","0.76 Mbit/s","0.7567","100 %","0000009999"
"7/8/2025 12:00:00 AM - 1:00:00 AM","45845.7500000000","132 Mbit","131.5928","0.04 Mbit/s","0.0366","1,357 Mbit","1357.1778","0.38 Mbit/s","0.3770","1,357 Mbit","1357.1687","0.38 Mbit/s","0.3770","0.27 Mbit","0.2735","","0.0001","2,846 Mbit","2846.2127","0.79 Mbit/s","0.7907","100 %","0000009999"
"7/8/2025 1:00:00 AM - 2:00:00 AM","45845.7916666667","133 Mbit","133.4713","0.04 Mbit/s","0.0371","1,314 Mbit","1313.9516","0.37 Mbit/s","0.3650","1,314 Mbit","1313.9469","0.37 Mbit/s","0.3650","0.27 Mbit","0.2743","","0.0001","2,762 Mbit","2761.6441","0.77 Mbit/s","0.7672","100 %","0000009999"
"7/8/2025 2:00:00 AM - 3:00:00 AM","45845.8333333333","97 Mbit","96.8732","0.03 Mbit/s","0.0269","1,350 Mbit","1349.5190","0.37 Mbit/s","0.3749","1,350 Mbit","1349.7057","0.37 Mbit/s","0.3749","0.27 Mbit","0.2739","","0.0001","2,796 Mbit","2796.3718","0.78 Mbit/s","0.7768","100 %","0000009999"
"7/8/2025 3:00:00 AM - 4:00:00 AM","45845.8750000000","132 Mbit","131.9263","0.04 Mbit/s","0.0366","1,322 Mbit","1321.6705","0.37 Mbit/s","0.3672","1,321 Mbit","1321.4852","0.37 Mbit/s","0.3671","0.27 Mbit","0.2743","","0.0001","2,775 Mbit","2775.3562","0.77 Mbit/s","0.7710","100 %","0000009999"
"7/8/2025 4:00:00 AM - 5:00:00 AM","45845.9166666667","132 Mbit","132.1668","0.04 Mbit/s","0.0367","1,337 Mbit","1336.5841","0.37 Mbit/s","0.3713","1,337 Mbit","1336.6808","0.37 Mbit/s","0.3713","0.27 Mbit","0.2743","","0.0001","2,806 Mbit","2805.7061","0.78 Mbit/s","0.7794","100 %","0000009999"
"7/8/2025 5:00:00 AM - 6:00:00 AM","45845.9583333333","96 Mbit","95.8962","0.03 Mbit/s","0.0266","1,339 Mbit","1339.4885","0.37 Mbit/s","0.3721","1,339 Mbit","1339.4487","0.37 Mbit/s","0.3721","0.28 Mbit","0.2767","","0.0001","2,775 Mbit","2775.1100","0.77 Mbit/s","0.7709","100 %","0000009999"
"7/8/2025 6:00:00 AM - 7:00:00 AM","45846.0000000000","133 Mbit","132.5332","0.04 Mbit/s","0.0368","1,319 Mbit","1318.5891","0.37 Mbit/s","0.3663","1,319 Mbit","1318.7603","0.37 Mbit/s","0.3663","0.27 Mbit","0.2734","","0.0001","2,770 Mbit","2770.1560","0.77 Mbit/s","0.7695","100 %","0000009999"
"7/8/2025 7:00:00 AM - 8:00:00 AM","45846.0416666667","133 Mbit","133.1790","0.04 Mbit/s","0.0370","1,351 Mbit","1350.8684","0.38 Mbit/s","0.3753","1,351 Mbit","1350.7112","0.38 Mbit/s","0.3752","0.27 Mbit","0.2739","","0.0001","2,835 Mbit","2835.0325","0.79 Mbit/s","0.7876","100 %","0000009999"
"7/8/2025 8:00:00 AM - 9:00:00 AM","45846.0833333333","96 Mbit","95.9630","0.03 Mbit/s","0.0267","1,312 Mbit","1312.2225","0.36 Mbit/s","0.3645","1,312 Mbit","1312.2256","0.36 Mbit/s","0.3645","0.27 Mbit","0.2739","","0.0001","2,721 Mbit","2720.6850","0.76 Mbit/s","0.7558","100 %","0000009999"
"7/8/2025 9:00:00 AM - 10:00:00 AM","45846.1250000000","133 Mbit","133.4467","0.04 Mbit/s","0.0371","1,340 Mbit","1339.7424","0.37 Mbit/s","0.3722","1,340 Mbit","1339.7618","0.37 Mbit/s","0.3722","0.27 Mbit","0.2746","","0.0001","2,813 Mbit","2813.2255","0.78 Mbit/s","0.7815","100 %","0000009999"
"7/8/2025 10:00:00 AM - 11:00:00 AM","45846.1666666667","97 Mbit","97.2945","0.03 Mbit/s","0.0270","1,312 Mbit","1312.1784","0.36 Mbit/s","0.3645","1,312 Mbit","1312.1558","0.36 Mbit/s","0.3645","0.27 Mbit","0.2745","","0.0001","2,722 Mbit","2721.9032","0.76 Mbit/s","0.7561","100 %","0000009999"
"7/8/2025 11:00:00 AM - 12:00:00 PM","45846.2083333333","132 Mbit","132.0422","0.04 Mbit/s","0.0367","1,345 Mbit","1344.6751","0.37 Mbit/s","0.3735","1,345 Mbit","1344.8953","0.37 Mbit/s","0.3736","0.27 Mbit","0.2704","","0.0001","2,822 Mbit","2821.8829","0.78 Mbit/s","0.7839","100 %","0000009999"
"7/8/2025 12:00:00 PM - 1:00:00 PM","45846.2500000000","133 Mbit","132.7079","0.04 Mbit/s","0.0369","1,323 Mbit","1323.0036","0.37 Mbit/s","0.3675","1,323 Mbit","1322.7438","0.37 Mbit/s","0.3675","0.27 Mbit","0.2745","","0.0001","2,779 Mbit","2778.7298","0.77 Mbit/s","0.7719","100 %","0000009999"
"7/8/2025 1:00:00 PM - 2:00:00 PM","45846.2916666667","99 Mbit","99.3139","0.03 Mbit/s","0.0276","1,330 Mbit","1329.6953","0.37 Mbit/s","0.3694","1,330 Mbit","1329.8190","0.37 Mbit/s","0.3694","0.28 Mbit","0.2754","","0.0001","2,759 Mbit","2759.1036","0.77 Mbit/s","0.7665","100 %","0000009999"
"7/8/2025 2:00:00 PM - 3:00:00 PM","45846.3333333333","105 Mbit","105.0529","0.03 Mbit/s","0.0292","1,339 Mbit","1338.5636","0.37 Mbit/s","0.3719","1,338 Mbit","1338.4135","0.37 Mbit/s","0.3718","0.27 Mbit","0.2740","","0.0001","2,782 Mbit","2782.3040","0.77 Mbit/s","0.7729","100 %","0000009999"
"7/8/2025 3:00:00 PM - 4:00:00 PM","45846.3750000000","134 Mbit","133.8826","0.04 Mbit/s","0.0372","1,315 Mbit","1315.0313","0.37 Mbit/s","0.3653","1,315 Mbit","1315.1291","0.37 Mbit/s","0.3653","0.27 Mbit","0.2742","","0.0001","2,764 Mbit","2764.3171","0.77 Mbit/s","0.7679","100 %","0000009999"
"7/8/2025 4:00:00 PM - 5:00:00 PM","45846.4166666667","95 Mbit","94.9611","0.03 Mbit/s","0.0264","1,354 Mbit","1353.5942","0.38 Mbit/s","0.3760","1,353 Mbit","1353.4995","0.38 Mbit/s","0.3760","0.27 Mbit","0.2741","","0.0001","2,802 Mbit","2802.3290","0.78 Mbit/s","0.7785","100 %","0000009999"
"7/8/2025 5:00:00 PM - 6:00:00 PM","45846.4583333333","132 Mbit","132.4009","0.04 Mbit/s","0.0368","1,311 Mbit","1311.3043","0.36 Mbit/s","0.3643","1,311 Mbit","1311.3042","0.36 Mbit/s","0.3643","0.27 Mbit","0.2743","","0.0001","2,755 Mbit","2755.2836","0.77 Mbit/s","0.7654","100 %","0000009999"
"7/8/2025 6:00:00 PM - 7:00:00 PM","45846.5000000000","95 Mbit","95.1453","0.03 Mbit/s","0.0264","1,356 Mbit","1355.6185","0.38 Mbit/s","0.3766","1,356 Mbit","1355.6753","0.38 Mbit/s","0.3766","0.27 Mbit","0.2745","","0.0001","2,807 Mbit","2806.7136","0.78 Mbit/s","0.7797","100 %","0000009999"
"7/8/2025 7:00:00 PM - 8:00:00 PM","45846.5416666667","133 Mbit","132.5474","0.04 Mbit/s","0.0368","1,314 Mbit","1314.1735","0.37 Mbit/s","0.3651","1,314 Mbit","1314.1183","0.37 Mbit/s","0.3651","0.27 Mbit","0.2745","","0.0001","2,761 Mbit","2761.1136","0.77 Mbit/s","0.7670","100 %","0000009999"
"7/8/2025 8:00:00 PM - 9:00:00 PM","45846.5833333333","97 Mbit","96.5022","0.03 Mbit/s","0.0268","1,342 Mbit","1341.8054","0.37 Mbit/s","0.3728","1,342 Mbit","1341.9885","0.37 Mbit/s","0.3728","0.27 Mbit","0.2748","","0.0001","2,781 Mbit","2780.5708","0.77 Mbit/s","0.7724","100 %","0000009999"
"7/8/2025 9:00:00 PM - 10:00:00 PM","45846.6250000000","95 Mbit","95.1567","0.03 Mbit/s","0.0264","1,326 Mbit","1326.4750","0.37 Mbit/s","0.3685","1,326 Mbit","1326.2841","0.37 Mbit/s","0.3684","0.27 Mbit","0.2743","","0.0001","2,748 Mbit","2748.1901","0.76 Mbit/s","0.7634","100 %","0000009999"
"7/8/2025 10:00:00 PM - 11:00:00 PM","45846.6666666667","133 Mbit","132.5043","0.04 Mbit/s","0.0368","1,328 Mbit","1328.1343","0.37 Mbit/s","0.3690","1,328 Mbit","1328.3362","0.37 Mbit/s","0.3690","0.27 Mbit","0.2735","","0.0001","2,789 Mbit","2789.2483","0.77 Mbit/s","0.7748","100 %","0000009999"
"7/8/2025 11:00:00 PM - 12:00:00 AM","45846.7083333333","131 Mbit","131.2287","0.04 Mbit/s","0.0365","1,342 Mbit","1342.0442","0.37 Mbit/s","0.3728","1,342 Mbit","1341.8482","0.37 Mbit/s","0.3728","0.27 Mbit","0.2738","","0.0001","2,815 Mbit","2815.3949","0.78 Mbit/s","0.7821","100 %","0000009999"
"7/9/2025 12:00:00 AM - 1:00:00 AM","45846.7500000000","97 Mbit","96.6302","0.03 Mbit/s","0.0268","1,313 Mbit","1312.9760","0.36 Mbit/s","0.3647","1,313 Mbit","1313.0220","0.36 Mbit/s","0.3648","0.27 Mbit","0.2739","","0.0001","2,723 Mbit","2722.9020","0.76 Mbit/s","0.7564","100 %","0000009999"
"7/9/2025 1:00:00 AM - 2:00:00 AM","45846.7916666667","134 Mbit","134.0420","0.04 Mbit/s","0.0372","1,358 Mbit","1358.2001","0.38 Mbit/s","0.3773","1,358 Mbit","1358.1521","0.38 Mbit/s","0.3773","0.27 Mbit","0.2740","","0.0001","2,851 Mbit","2850.6682","0.79 Mbit/s","0.7919","100 %","0000009999"
"7/9/2025 2:00:00 AM - 3:00:00 AM","45846.8333333333","96 Mbit","95.9530","0.03 Mbit/s","0.0267","1,312 Mbit","1311.5211","0.36 Mbit/s","0.3643","1,312 Mbit","1311.5185","0.36 Mbit/s","0.3643","0.27 Mbit","0.2732","","0.0001","2,719 Mbit","2719.2658","0.76 Mbit/s","0.7554","100 %","0000009999"
"7/9/2025 3:00:00 AM - 4:00:00 AM","45846.8750000000","134 Mbit","133.5602","0.04 Mbit/s","0.0371","1,355 Mbit","1355.1820","0.38 Mbit/s","0.3765","1,355 Mbit","1355.3351","0.38 Mbit/s","0.3765","0.27 Mbit","0.2741","","0.0001","2,844 Mbit","2844.3514","0.79 Mbit/s","0.7902","100 %","0000009999"
"7/9/2025 4:00:00 AM - 5:00:00 AM","45846.9166666667","97 Mbit","97.0866","0.03 Mbit/s","0.0270","1,316 Mbit","1316.2007","0.37 Mbit/s","0.3656","1,316 Mbit","1316.0505","0.37 Mbit/s","0.3656","0.27 Mbit","0.2744","","0.0001","2,730 Mbit","2729.6123","0.76 Mbit/s","0.7583","100 %","0000009999"
"7/9/2025 5:00:00 AM - 6:00:00 AM","45846.9583333333","134 Mbit","133.8153","0.04 Mbit/s","0.0372","1,337 Mbit","1337.2890","0.37 Mbit/s","0.3715","1,337 Mbit","1337.3752","0.37 Mbit/s","0.3715","0.27 Mbit","0.2733","","0.0001","2,809 Mbit","2808.7528","0.78 Mbit/s","0.7803","100 %","0000009999"
"7/9/2025 6:00:00 AM - 7:00:00 AM","45847.0000000000","104 Mbit","103.6268","0.03 Mbit/s","0.0288","1,332 Mbit","1332.1697","0.37 Mbit/s","0.3701","1,332 Mbit","1332.0833","0.37 Mbit/s","0.3701","0.27 Mbit","0.2746","","0.0001","2,768 Mbit","2768.1545","0.77 Mbit/s","0.7690","100 %","0000009999"
"7/9/2025 7:00:00 AM - 8:00:00 AM","45847.0416666667","93 Mbit","92.7466","0.03 Mbit/s","0.0258","1,322 Mbit","1321.8659","0.37 Mbit/s","0.3672","1,322 Mbit","1322.0669","0.37 Mbit/s","0.3673","0.27 Mbit","0.2668","","0.0001","2,737 Mbit","2736.9462","0.76 Mbit/s","0.7603","100 %","0000009999"
"7/9/2025 8:00:00 AM - 9:00:00 AM","45847.0833333333","113 Mbit","113.1702","0.03 Mbit/s","0.0314","1,347 Mbit","1347.4531","0.37 Mbit/s","0.3743","1,347 Mbit","1347.2519","0.37 Mbit/s","0.3743","0.27 Mbit","0.2748","","0.0001","2,808 Mbit","2808.1499","0.78 Mbit/s","0.7801","100 %","0000009999"
"7/9/2025 9:00:00 AM - 10:00:00 AM","45847.1250000000","128 Mbit","127.6612","0.04 Mbit/s","0.0355","1,313 Mbit","1312.8951","0.36 Mbit/s","0.3647","1,313 Mbit","1312.8887","0.36 Mbit/s","0.3647","0.27 Mbit","0.2740","","0.0001","2,754 Mbit","2753.7191","0.76 Mbit/s","0.7650","100 %","0000009999"
"7/9/2025 10:00:00 AM - 11:00:00 AM","45847.1666666667","91 Mbit","91.1285","0.03 Mbit/s","0.0253","1,357 Mbit","1357.2559","0.38 Mbit/s","0.3770","1,357 Mbit","1357.2650","0.38 Mbit/s","0.3771","0.27 Mbit","0.2746","","0.0001","2,806 Mbit","2805.9240","0.78 Mbit/s","0.7795","100 %","0000009999"
"7/9/2025 11:00:00 AM - 12:00:00 PM","45847.2083333333","93 Mbit","93.0705","0.03 Mbit/s","0.0259","1,312 Mbit","1311.5657","0.36 Mbit/s","0.3644","1,312 Mbit","1311.5610","0.36 Mbit/s","0.3644","0.27 Mbit","0.2739","","0.0001","2,716 Mbit","2716.4712","0.75 Mbit/s","0.7546","100 %","0000009999"
