"Date Time","Date Time(RAW)","Download IXP (volume)","Download IXP (volume)(RAW)","Download IXP (speed)","Download IXP (speed)(RAW)","Upload IXP (volume)","Upload IXP (volume)(RAW)","Upload IXP (speed)","Upload IXP (speed)(RAW)","Download NIX (volume)","Download NIX (volume)(RAW)","Download NIX (speed)","Download NIX (speed)(RAW)","Upload NIX (volume)","Upload NIX (volume)(RAW)","Upload NIX (speed)","Upload NIX (speed)(RAW)","Total (volume)","Total (volume)(RAW)","Total (speed)","Total (speed)(RAW)","Coverage","Coverage(RAW)"
"1/4/2025 9:00:00 AM - 10:00:00 AM","45661.1250000000","2,238 Mbit","2238.4326","0.62 Mbit/s","0.6218","1,689 Mbit","1689.1617","0.47 Mbit/s","0.4692","1,689 Mbit","1689.1613","0.47 Mbit/s","0.4692","1,991 Mbit","1990.8691","0.55 Mbit/s","0.5531","7,608 Mbit","7607.6248","2.11 Mbit/s","2.1134","100 %","0000009999"
"1/4/2025 10:00:00 AM - 11:00:00 AM","45661.1666666667","1,464 Mbit","1464.1277","0.41 Mbit/s","0.4067","1,799 Mbit","1799.3795","0.50 Mbit/s","0.4999","1,800 Mbit","1799.5683","0.50 Mbit/s","0.4999","237 Mbit","237.0594","0.07 Mbit/s","0.0659","5,300 Mbit","5300.1349","1.47 Mbit/s","1.4724","100 %","0000009999"
"1/4/2025 11:00:00 AM - 12:00:00 PM","45661.2083333333","3,166 Mbit","3165.9492","0.88 Mbit/s","0.8795","1,525 Mbit","1524.9347","0.42 Mbit/s","0.4236","1,525 Mbit","1524.7516","0.42 Mbit/s","0.4236","72 Mbit","71.6693","0.02 Mbit/s","0.0199","6,287 Mbit","6287.3048","1.75 Mbit/s","1.7466","100 %","0000009999"
"1/4/2025 12:00:00 PM - 1:00:00 PM","45661.2500000000","5,772 Mbit","5771.9451","1.60 Mbit/s","1.6034","1,617 Mbit","1616.7241","0.45 Mbit/s","0.4491","1,617 Mbit","1617.4242","0.45 Mbit/s","0.4493","77 Mbit","77.0190","0.02 Mbit/s","0.0214","9,083 Mbit","9083.1123","2.52 Mbit/s","2.5233","100 %","0000009999"
"1/4/2025 1:00:00 PM - 2:00:00 PM","45661.2916666667","1,813 Mbit","1812.9146","0.50 Mbit/s","0.5036","1,475 Mbit","1474.7461","0.41 Mbit/s","0.4097","1,474 Mbit","1474.0233","0.41 Mbit/s","0.4095","70 Mbit","69.5139","0.02 Mbit/s","0.0193","4,831 Mbit","4831.1979","1.34 Mbit/s","1.3421","100 %","0000009999"
"1/4/2025 2:00:00 PM - 3:00:00 PM","45661.3333333333","3,053 Mbit","3053.4546","0.85 Mbit/s","0.8483","1,606 Mbit","1606.0412","0.45 Mbit/s","0.4462","1,606 Mbit","1606.0797","0.45 Mbit/s","0.4462","227 Mbit","227.3387","0.06 Mbit/s","0.0632","6,493 Mbit","6492.9143","1.80 Mbit/s","1.8037","100 %","0000009999"
"1/4/2025 3:00:00 PM - 4:00:00 PM","45661.3750000000","3,431 Mbit","3431.2857","0.95 Mbit/s","0.9532","1,633 Mbit","1632.8016","0.45 Mbit/s","0.4536","1,633 Mbit","1632.9026","0.45 Mbit/s","0.4536","102 Mbit","102.2718","0.03 Mbit/s","0.0284","6,799 Mbit","6799.2616","1.89 Mbit/s","1.8888","100 %","0000009999"
"1/4/2025 4:00:00 PM - 5:00:00 PM","45661.4166666667","2,453 Mbit","2453.1498","0.68 Mbit/s","0.6815","1,929 Mbit","1928.8873","0.54 Mbit/s","0.5358","1,929 Mbit","1929.0780","0.54 Mbit/s","0.5359","429 Mbit","429.1583","0.12 Mbit/s","0.1192","6,740 Mbit","6740.2735","1.87 Mbit/s","1.8724","100 %","0000009999"
"1/4/2025 5:00:00 PM - 6:00:00 PM","45661.4583333333","2,790 Mbit","2790.1201","0.78 Mbit/s","0.7751","1,514 Mbit","1513.8310","0.42 Mbit/s","0.4205","1,516 Mbit","1515.5871","0.42 Mbit/s","0.4210","35 Mbit","35.4849","","0.0099","5,855 Mbit","5855.0231","1.63 Mbit/s","1.6265","100 %","0000009999"
"1/4/2025 6:00:00 PM - 7:00:00 PM","45661.5000000000","3,836 Mbit","3836.4687","1.07 Mbit/s","1.0658","1,583 Mbit","1582.8731","0.44 Mbit/s","0.4397","1,581 Mbit","1581.0661","0.44 Mbit/s","0.4392","29 Mbit","29.1789","","0.0081","7,030 Mbit","7029.5868","1.95 Mbit/s","1.9528","100 %","0000009999"
"1/4/2025 7:00:00 PM - 8:00:00 PM","45661.5416666667","3,169 Mbit","3169.4325","0.88 Mbit/s","0.8805","1,535 Mbit","1534.6482","0.43 Mbit/s","0.4263","1,534 Mbit","1534.4373","0.43 Mbit/s","0.4263","29 Mbit","28.9809","","0.0081","6,267 Mbit","6267.4989","1.74 Mbit/s","1.7411","100 %","0000009999"
"1/4/2025 8:00:00 PM - 9:00:00 PM","45661.5833333333","5,346 Mbit","5346.2685","1.49 Mbit/s","1.4852","1,609 Mbit","1608.7245","0.45 Mbit/s","0.4469","1,609 Mbit","1608.7142","0.45 Mbit/s","0.4469","28 Mbit","28.3283","","0.0079","8,592 Mbit","8592.0354","2.39 Mbit/s","2.3868","100 %","0000009999"
"1/4/2025 9:00:00 PM - 10:00:00 PM","45661.6250000000","4,478 Mbit","4478.2034","1.24 Mbit/s","1.2440","1,748 Mbit","1747.8057","0.49 Mbit/s","0.4855","1,749 Mbit","1748.6174","0.49 Mbit/s","0.4858","29 Mbit","28.6711","","0.0080","8,003 Mbit","8003.2976","2.22 Mbit/s","2.2233","100 %","0000009999"
"1/4/2025 10:00:00 PM - 11:00:00 PM","45661.6666666667","4,950 Mbit","4949.7405","1.38 Mbit/s","1.3750","1,613 Mbit","1612.9687","0.45 Mbit/s","0.4481","1,613 Mbit","1612.6878","0.45 Mbit/s","0.4480","28 Mbit","28.3836","","0.0079","8,204 Mbit","8203.7806","2.28 Mbit/s","2.2790","100 %","0000009999"
"1/4/2025 11:00:00 PM - 12:00:00 AM","45661.7083333333","4,061 Mbit","4061.4329","1.13 Mbit/s","1.1283","1,566 Mbit","1565.7356","0.43 Mbit/s","0.4350","1,567 Mbit","1566.6558","0.44 Mbit/s","0.4352","28 Mbit","28.2856","","0.0079","7,222 Mbit","7222.1099","2 Mbit/s","2.0063","100 %","0000009999"
"1/5/2025 12:00:00 AM - 1:00:00 AM","45661.7500000000","3,182 Mbit","3181.9933","0.88 Mbit/s","0.8840","1,568 Mbit","1567.7279","0.44 Mbit/s","0.4355","1,566 Mbit","1566.2189","0.44 Mbit/s","0.4351","28 Mbit","28.4657","","0.0079","6,344 Mbit","6344.4058","1.76 Mbit/s","1.7625","100 %","0000009999"
"1/5/2025 1:00:00 AM - 2:00:00 AM","45661.7916666667","2,984 Mbit","2983.9849","0.83 Mbit/s","0.8289","1,440 Mbit","1439.5846","0.40 Mbit/s","0.3999","1,441 Mbit","1440.5263","0.40 Mbit/s","0.4002","29 Mbit","28.8704","","0.0080","5,893 Mbit","5892.9662","1.64 Mbit/s","1.6370","100 %","0000009999"
"1/5/2025 2:00:00 AM - 3:00:00 AM","45661.8333333333","2,330 Mbit","2329.7211","0.65 Mbit/s","0.6472","1,362 Mbit","1362.2719","0.38 Mbit/s","0.3784","1,362 Mbit","1361.9688","0.38 Mbit/s","0.3784","30 Mbit","30.2253","","0.0084","5,084 Mbit","5084.1871","1.41 Mbit/s","1.4124","100 %","0000009999"
"1/5/2025 3:00:00 AM - 4:00:00 AM","45661.8750000000","1,414 Mbit","1413.6854","0.39 Mbit/s","0.3927","1,390 Mbit","1389.7948","0.39 Mbit/s","0.3861","1,389 Mbit","1389.4522","0.39 Mbit/s","0.3860","28 Mbit","28.4809","","0.0079","4,221 Mbit","4221.4134","1.17 Mbit/s","1.1727","100 %","0000009999"
"1/5/2025 4:00:00 AM - 5:00:00 AM","45661.9166666667","1,339 Mbit","1339.0769","0.37 Mbit/s","0.3720","1,324 Mbit","1323.5963","0.37 Mbit/s","0.3677","1,323 Mbit","1323.3430","0.37 Mbit/s","0.3676","29 Mbit","28.7736","","0.0080","4,015 Mbit","4014.7898","1.12 Mbit/s","1.1153","100 %","0000009999"
"1/5/2025 5:00:00 AM - 6:00:00 AM","45661.9583333333","3,333 Mbit","3333.2058","0.93 Mbit/s","0.9260","1,434 Mbit","1434.3145","0.40 Mbit/s","0.3985","1,435 Mbit","1435.0163","0.40 Mbit/s","0.3986","29 Mbit","29.4176","","0.0082","6,232 Mbit","6231.9542","1.73 Mbit/s","1.7312","100 %","0000009999"
"1/5/2025 6:00:00 AM - 7:00:00 AM","45662.0000000000","1,058 Mbit","1057.7098","0.29 Mbit/s","0.2938","1,279 Mbit","1278.8713","0.36 Mbit/s","0.3553","1,279 Mbit","1278.7209","0.36 Mbit/s","0.3552","29 Mbit","28.7664","","0.0080","3,644 Mbit","3644.0684","1.01 Mbit/s","1.0123","100 %","0000009999"
"1/5/2025 7:00:00 AM - 8:00:00 AM","45662.0416666667","1,106 Mbit","1105.6789","0.31 Mbit/s","0.3072","1,264 Mbit","1263.5523","0.35 Mbit/s","0.3510","1,263 Mbit","1263.3590","0.35 Mbit/s","0.3510","29 Mbit","28.7811","","0.0080","3,661 Mbit","3661.3713","1.02 Mbit/s","1.0171","100 %","0000009999"
"1/5/2025 8:00:00 AM - 9:00:00 AM","45662.0833333333","1,299 Mbit","1299.3964","0.36 Mbit/s","0.3610","1,291 Mbit","1291.0226","0.36 Mbit/s","0.3586","1,291 Mbit","1291.0378","0.36 Mbit/s","0.3586","29 Mbit","28.9347","","0.0080","3,910 Mbit","3910.3915","1.09 Mbit/s","1.0863","100 %","0000009999"
"1/5/2025 9:00:00 AM - 10:00:00 AM","45662.1250000000","1,681 Mbit","1681.1015","0.47 Mbit/s","0.4670","1,266 Mbit","1266.1983","0.35 Mbit/s","0.3518","1,266 Mbit","1265.9929","0.35 Mbit/s","0.3517","29 Mbit","28.8468","","0.0080","4,242 Mbit","4242.1395","1.18 Mbit/s","1.1785","100 %","0000009999"
"1/5/2025 10:00:00 AM - 11:00:00 AM","45662.1666666667","984 Mbit","984.0319","0.27 Mbit/s","0.2734","1,275 Mbit","1274.9360","0.35 Mbit/s","0.3542","1,276 Mbit","1275.6025","0.35 Mbit/s","0.3544","29 Mbit","29.1094","","0.0081","3,564 Mbit","3563.6798","0.99 Mbit/s","0.9900","100 %","0000009999"
"1/5/2025 11:00:00 AM - 12:00:00 PM","45662.2083333333","2,427 Mbit","2426.5679","0.67 Mbit/s","0.6741","1,351 Mbit","1350.7619","0.38 Mbit/s","0.3752","1,350 Mbit","1349.9292","0.38 Mbit/s","0.3750","28 Mbit","28.3750","","0.0079","5,156 Mbit","5155.6340","1.43 Mbit/s","1.4322","100 %","0000009999"
"1/5/2025 12:00:00 PM - 1:00:00 PM","45662.2500000000","1,059 Mbit","1058.5598","0.29 Mbit/s","0.2941","1,269 Mbit","1268.5103","0.35 Mbit/s","0.3524","1,269 Mbit","1268.9182","0.35 Mbit/s","0.3525","29 Mbit","28.5270","","0.0079","3,625 Mbit","3624.5153","1 Mbit/s","1.0069","100 %","0000009999"
"1/5/2025 1:00:00 PM - 2:00:00 PM","45662.2916666667","1,152 Mbit","1151.7617","0.32 Mbit/s","0.3200","1,303 Mbit","1303.4216","0.36 Mbit/s","0.3621","1,303 Mbit","1303.1828","0.36 Mbit/s","0.3620","29 Mbit","28.6968","","0.0080","3,787 Mbit","3787.0629","1.05 Mbit/s","1.0520","100 %","0000009999"
"1/5/2025 2:00:00 PM - 3:00:00 PM","45662.3333333333","1,277 Mbit","1277.0185","0.35 Mbit/s","0.3548","1,276 Mbit","1275.5944","0.35 Mbit/s","0.3544","1,276 Mbit","1275.5924","0.35 Mbit/s","0.3544","29 Mbit","28.5127","","0.0079","3,857 Mbit","3856.7180","1.07 Mbit/s","1.0714","100 %","0000009999"
"1/5/2025 3:00:00 PM - 4:00:00 PM","45662.3750000000","1,198 Mbit","1197.5123","0.33 Mbit/s","0.3327","1,360 Mbit","1359.8561","0.38 Mbit/s","0.3778","1,360 Mbit","1360.0873","0.38 Mbit/s","0.3778","29 Mbit","28.8354","","0.0080","3,946 Mbit","3946.2912","1.10 Mbit/s","1.0963","100 %","0000009999"
"1/5/2025 4:00:00 PM - 5:00:00 PM","45662.4166666667","1,553 Mbit","1552.5760","0.43 Mbit/s","0.4313","1,283 Mbit","1283.0031","0.36 Mbit/s","0.3564","1,283 Mbit","1283.1824","0.36 Mbit/s","0.3565","28 Mbit","28.3866","","0.0079","4,147 Mbit","4147.1481","1.15 Mbit/s","1.1521","100 %","0000009999"
"1/5/2025 5:00:00 PM - 6:00:00 PM","45662.4583333333","2,758 Mbit","2757.8688","0.77 Mbit/s","0.7661","1,401 Mbit","1401.3967","0.39 Mbit/s","0.3893","1,401 Mbit","1400.9821","0.39 Mbit/s","0.3892","29 Mbit","29.2019","","0.0081","5,589 Mbit","5589.4496","1.55 Mbit/s","1.5527","100 %","0000009999"
"1/5/2025 6:00:00 PM - 7:00:00 PM","45662.5000000000","3,498 Mbit","3497.8374","0.97 Mbit/s","0.9717","1,559 Mbit","1558.7933","0.43 Mbit/s","0.4330","1,559 Mbit","1558.7154","0.43 Mbit/s","0.4330","29 Mbit","29.3129","","0.0081","6,645 Mbit","6644.6590","1.85 Mbit/s","1.8459","100 %","0000009999"
"1/5/2025 7:00:00 PM - 8:00:00 PM","45662.5416666667","2,604 Mbit","2603.8320","0.72 Mbit/s","0.7233","1,549 Mbit","1548.7487","0.43 Mbit/s","0.4302","1,549 Mbit","1548.7041","0.43 Mbit/s","0.4302","29 Mbit","28.8979","","0.0080","5,730 Mbit","5730.1827","1.59 Mbit/s","1.5918","100 %","0000009999"
"1/5/2025 8:00:00 PM - 9:00:00 PM","45662.5833333333","4,833 Mbit","4833.0519","1.34 Mbit/s","1.3426","1,591 Mbit","1590.5689","0.44 Mbit/s","0.4419","1,590 Mbit","1590.4844","0.44 Mbit/s","0.4418","29 Mbit","28.6087","","0.0079","8,043 Mbit","8042.7140","2.23 Mbit/s","2.2343","100 %","0000009999"
"1/5/2025 9:00:00 PM - 10:00:00 PM","45662.6250000000","4,609 Mbit","4608.8381","1.28 Mbit/s","1.2803","1,617 Mbit","1617.2150","0.45 Mbit/s","0.4493","1,618 Mbit","1617.7242","0.45 Mbit/s","0.4494","29 Mbit","28.8423","","0.0080","7,873 Mbit","7872.6196","2.19 Mbit/s","2.1870","100 %","0000009999"
"1/5/2025 10:00:00 PM - 11:00:00 PM","45662.6666666667","5,288 Mbit","5287.9632","1.47 Mbit/s","1.4690","1,625 Mbit","1625.0459","0.45 Mbit/s","0.4514","1,627 Mbit","1626.9833","0.45 Mbit/s","0.4520","28 Mbit","28.4783","","0.0079","8,568 Mbit","8568.4706","2.38 Mbit/s","2.3803","100 %","0000009999"
"1/5/2025 11:00:00 PM - 12:00:00 AM","45662.7083333333","6,136 Mbit","6136.2035","1.70 Mbit/s","1.7046","1,501 Mbit","1501.2166","0.42 Mbit/s","0.4170","1,499 Mbit","1498.7315","0.42 Mbit/s","0.4164","29 Mbit","28.9914","","0.0081","9,165 Mbit","9165.1430","2.55 Mbit/s","2.5461","100 %","0000009999"
"1/6/2025 12:00:00 AM - 1:00:00 AM","45662.7500000000","3,206 Mbit","3206.2872","0.89 Mbit/s","0.8907","1,458 Mbit","1457.9007","0.41 Mbit/s","0.4050","1,458 Mbit","1457.9042","0.41 Mbit/s","0.4050","28 Mbit","28.3244","","0.0079","6,150 Mbit","6150.4165","1.71 Mbit/s","1.7086","100 %","0000009999"
"1/6/2025 1:00:00 AM - 2:00:00 AM","45662.7916666667","3,156 Mbit","3155.8076","0.88 Mbit/s","0.8767","1,629 Mbit","1629.0730","0.45 Mbit/s","0.4526","1,630 Mbit","1629.5725","0.45 Mbit/s","0.4527","28 Mbit","28.4529","","0.0079","6,443 Mbit","6442.9060","1.79 Mbit/s","1.7898","100 %","0000009999"
"1/6/2025 2:00:00 AM - 3:00:00 AM","45662.8333333333","1,933 Mbit","1932.6899","0.54 Mbit/s","0.5369","1,378 Mbit","1377.8636","0.38 Mbit/s","0.3828","1,378 Mbit","1377.8248","0.38 Mbit/s","0.3828","30 Mbit","30.1209","","0.0084","4,718 Mbit","4718.4993","1.31 Mbit/s","1.3108","100 %","0000009999"
"1/6/2025 3:00:00 AM - 4:00:00 AM","45662.8750000000","1,361 Mbit","1360.5329","0.38 Mbit/s","0.3780","1,350 Mbit","1349.9819","0.38 Mbit/s","0.3750","1,350 Mbit","1349.5291","0.37 Mbit/s","0.3749","29 Mbit","28.6385","","0.0080","4,089 Mbit","4088.6824","1.14 Mbit/s","1.1358","100 %","0000009999"
"1/6/2025 4:00:00 AM - 5:00:00 AM","45662.9166666667","1,533 Mbit","1532.5808","0.43 Mbit/s","0.4258","1,349 Mbit","1348.7665","0.37 Mbit/s","0.3747","1,349 Mbit","1349.2859","0.37 Mbit/s","0.3748","28 Mbit","28.4270","","0.0079","4,259 Mbit","4259.0602","1.18 Mbit/s","1.1832","100 %","0000009999"
"1/6/2025 5:00:00 AM - 6:00:00 AM","45662.9583333333","3,419 Mbit","3418.5343","0.95 Mbit/s","0.9497","2,228 Mbit","2227.9070","0.62 Mbit/s","0.6189","2,228 Mbit","2228.1170","0.62 Mbit/s","0.6190","33 Mbit","32.9516","","0.0092","7,908 Mbit","7907.5099","2.20 Mbit/s","2.1967","100 %","0000009999"
"1/6/2025 6:00:00 AM - 7:00:00 AM","45663.0000000000","3,891 Mbit","3890.6827","1.08 Mbit/s","1.0808","2,180 Mbit","2180.1572","0.61 Mbit/s","0.6057","2,180 Mbit","2180.4585","0.61 Mbit/s","0.6057","121 Mbit","121.2120","0.03 Mbit/s","0.0337","8,373 Mbit","8372.5104","2.33 Mbit/s","2.3258","100 %","0000009999"
"1/6/2025 7:00:00 AM - 8:00:00 AM","45663.0416666667","36,827 Mbit","36826.8780","10 Mbit/s","10.2305","10,292 Mbit","10291.8904","2.86 Mbit/s","2.8591","10,298 Mbit","10298.1113","2.86 Mbit/s","2.8608","269 Mbit","269.0933","0.07 Mbit/s","0.0748","57,686 Mbit","57685.9730","16 Mbit/s","16.0252","100 %","0000009999"
"1/6/2025 8:00:00 AM - 9:00:00 AM","45663.0833333333","349,491 Mbit","349490.9875","97 Mbit/s","97.0887","94,570 Mbit","94569.7314","26 Mbit/s","26.2714","94,652 Mbit","94651.8226","26 Mbit/s","26.2943","1,877 Mbit","1876.6586","0.52 Mbit/s","0.5213","540,589 Mbit","540589.2001","150 Mbit/s","150.1753","100 %","0000009999"
"1/6/2025 9:00:00 AM - 10:00:00 AM","45663.1250000000","1,055,399 Mbit","1055399.0255","293 Mbit/s","293.1908","353,536 Mbit","353535.8934","98 Mbit/s","98.2123","353,571 Mbit","353570.9606","98 Mbit/s","98.2218","6,461 Mbit","6461.2126","1.79 Mbit/s","1.7949","1,768,967 Mbit","1768967.0922","491 Mbit/s","491.4180","100 %","0000009999"
"1/6/2025 10:00:00 AM - 11:00:00 AM","45663.1666666667","1,642,828 Mbit","1642827.5351","456 Mbit/s","456.3765","591,893 Mbit","591893.1537","164 Mbit/s","164.4276","591,896 Mbit","591896.2936","164 Mbit/s","164.4289","6,026 Mbit","6026.2845","1.67 Mbit/s","1.6741","2,832,643 Mbit","2832643.2670","787 Mbit/s","786.9044","100 %","0000009999"
"1/6/2025 11:00:00 AM - 12:00:00 PM","45663.2083333333","1,497,096 Mbit","1497096.3803","416 Mbit/s","415.8959","410,297 Mbit","410297.3545","114 Mbit/s","113.9810","410,226 Mbit","410226.4605","114 Mbit/s","113.9616","2,827 Mbit","2826.7564","0.79 Mbit/s","0.7853","2,320,447 Mbit","2320446.9517","645 Mbit/s","644.6223","100 %","0000009999"
"1/6/2025 12:00:00 PM - 1:00:00 PM","45663.2500000000","708,023 Mbit","708022.9246","197 Mbit/s","196.6900","241,451 Mbit","241451.2443","67 Mbit/s","67.0754","241,461 Mbit","241461.0628","67 Mbit/s","67.0775","6,880 Mbit","6880.3120","1.91 Mbit/s","1.9114","1,197,816 Mbit","1197815.5437","333 Mbit/s","332.7515","100 %","0000009999"
"1/6/2025 1:00:00 PM - 2:00:00 PM","45663.2916666667","872,438 Mbit","872437.8070","242 Mbit/s","242.3627","332,688 Mbit","332688.2480","92 Mbit/s","92.4216","332,721 Mbit","332720.8080","92 Mbit/s","92.4296","5,188 Mbit","5187.6930","1.44 Mbit/s","1.4411","1,543,035 Mbit","1543034.5560","429 Mbit/s","428.6540","100 %","0000009999"
"1/6/2025 2:00:00 PM - 3:00:00 PM","45663.3333333333","996,629 Mbit","996629.1055","277 Mbit/s","276.8630","383,807 Mbit","383806.9714","107 Mbit/s","106.6213","383,837 Mbit","383837.0992","107 Mbit/s","106.6291","4,210 Mbit","4210.2307","1.17 Mbit/s","1.1696","1,768,483 Mbit","1768483.4068","491 Mbit/s","491.2809","100 %","0000009999"
"1/6/2025 3:00:00 PM - 4:00:00 PM","45663.3750000000","1,009,227 Mbit","1009227.4013","280 Mbit/s","280.3620","385,893 Mbit","385892.7426","107 Mbit/s","107.2005","385,911 Mbit","385910.7040","107 Mbit/s","107.2064","6,161 Mbit","6161.4418","1.71 Mbit/s","1.7116","1,787,192 Mbit","1787192.2898","496 Mbit/s","496.4782","100 %","0000009999"
"1/6/2025 4:00:00 PM - 5:00:00 PM","45663.4166666667","701,649 Mbit","701649.0949","195 Mbit/s","194.9177","231,896 Mbit","231895.7973","64 Mbit/s","64.4209","231,790 Mbit","231790.3617","64 Mbit/s","64.3909","4,849 Mbit","4848.8202","1.35 Mbit/s","1.3470","1,170,184 Mbit","1170184.0742","325 Mbit/s","325.0746","100 %","0000009999"
"1/6/2025 5:00:00 PM - 6:00:00 PM","45663.4583333333","366,579 Mbit","366578.6252","102 Mbit/s","101.8350","113,555 Mbit","113555.3491","32 Mbit/s","31.5455","113,528 Mbit","113528.0176","32 Mbit/s","31.5384","3,584 Mbit","3584.1031","1 Mbit/s","0.9957","597,246 Mbit","597246.0951","166 Mbit/s","165.9141","100 %","0000009999"
"1/6/2025 6:00:00 PM - 7:00:00 PM","45663.5000000000","124,947 Mbit","124947.0797","35 Mbit/s","34.7104","74,108 Mbit","74107.7914","21 Mbit/s","20.5873","74,097 Mbit","74096.9367","21 Mbit/s","20.5843","1,655 Mbit","1654.6080","0.46 Mbit/s","0.4597","274,806 Mbit","274806.4159","76 Mbit/s","76.3415","100 %","0000009999"
"1/6/2025 7:00:00 PM - 8:00:00 PM","45663.5416666667","64,797 Mbit","64797.0289","18 Mbit/s","18.0006","10,682 Mbit","10682.4253","2.97 Mbit/s","2.9676","10,680 Mbit","10680.1521","2.97 Mbit/s","2.9670","340 Mbit","339.8839","0.09 Mbit/s","0.0944","86,499 Mbit","86499.4902","24 Mbit/s","24.0295","100 %","0000009999"
"1/6/2025 8:00:00 PM - 9:00:00 PM","45663.5833333333","16,225 Mbit","16225.1026","4.51 Mbit/s","4.5074","2,949 Mbit","2948.6766","0.82 Mbit/s","0.8191","2,948 Mbit","2947.5768","0.82 Mbit/s","0.8188","50 Mbit","49.5335","0.01 Mbit/s","0.0138","22,171 Mbit","22170.8895","6.16 Mbit/s","6.1590","100 %","0000009999"
"1/6/2025 9:00:00 PM - 10:00:00 PM","45663.6250000000","4,883 Mbit","4883.3207","1.36 Mbit/s","1.3566","2,053 Mbit","2052.5299","0.57 Mbit/s","0.5702","2,052 Mbit","2052.3873","0.57 Mbit/s","0.5701","34 Mbit","33.9168","","0.0094","9,022 Mbit","9022.1546","2.51 Mbit/s","2.5063","100 %","0000009999"
"1/6/2025 10:00:00 PM - 11:00:00 PM","45663.6666666667","5,379 Mbit","5379.1277","1.49 Mbit/s","1.4943","1,884 Mbit","1884.4685","0.52 Mbit/s","0.5235","1,884 Mbit","1884.3853","0.52 Mbit/s","0.5235","28 Mbit","28.4450","","0.0079","9,176 Mbit","9176.4266","2.55 Mbit/s","2.5492","100 %","0000009999"
"1/6/2025 11:00:00 PM - 12:00:00 AM","45663.7083333333","5,674 Mbit","5674.3730","1.58 Mbit/s","1.5763","1,929 Mbit","1929.0947","0.54 Mbit/s","0.5359","1,929 Mbit","1929.0930","0.54 Mbit/s","0.5359","194 Mbit","194.2077","0.05 Mbit/s","0.0540","9,727 Mbit","9726.7684","2.70 Mbit/s","2.7021","100 %","0000009999"
"1/7/2025 12:00:00 AM - 1:00:00 AM","45663.7500000000","3,889 Mbit","3888.6323","1.08 Mbit/s","1.0803","1,956 Mbit","1956.1794","0.54 Mbit/s","0.5434","1,956 Mbit","1956.1620","0.54 Mbit/s","0.5434","65 Mbit","64.5795","0.02 Mbit/s","0.0179","7,866 Mbit","7865.5532","2.19 Mbit/s","2.1850","100 %","0000009999"
"1/7/2025 1:00:00 AM - 2:00:00 AM","45663.7916666667","3,803 Mbit","3803.4098","1.06 Mbit/s","1.0566","1,776 Mbit","1776.3621","0.49 Mbit/s","0.4935","1,776 Mbit","1776.3971","0.49 Mbit/s","0.4935","29 Mbit","28.5429","","0.0079","7,385 Mbit","7384.7119","2.05 Mbit/s","2.0515","100 %","0000009999"
"1/7/2025 2:00:00 AM - 3:00:00 AM","45663.8333333333","2,545 Mbit","2545.3213","0.71 Mbit/s","0.7071","1,719 Mbit","1719.0005","0.48 Mbit/s","0.4775","1,719 Mbit","1718.9942","0.48 Mbit/s","0.4775","30 Mbit","29.7003","","0.0083","6,013 Mbit","6013.0163","1.67 Mbit/s","1.6704","100 %","0000009999"
"1/7/2025 3:00:00 AM - 4:00:00 AM","45663.8750000000","2,416 Mbit","2416.1693","0.67 Mbit/s","0.6712","1,669 Mbit","1668.6879","0.46 Mbit/s","0.4636","1,669 Mbit","1668.6679","0.46 Mbit/s","0.4636","29 Mbit","28.5628","","0.0079","5,782 Mbit","5782.0878","1.61 Mbit/s","1.6063","100 %","0000009999"
"1/7/2025 4:00:00 AM - 5:00:00 AM","45663.9166666667","3,086 Mbit","3086.1650","0.86 Mbit/s","0.8573","1,582 Mbit","1581.7865","0.44 Mbit/s","0.4394","1,582 Mbit","1581.7663","0.44 Mbit/s","0.4394","29 Mbit","29.1674","","0.0081","6,279 Mbit","6278.8852","1.74 Mbit/s","1.7443","100 %","0000009999"
"1/7/2025 5:00:00 AM - 6:00:00 AM","45663.9583333333","4,240 Mbit","4239.5467","1.18 Mbit/s","1.1778","1,742 Mbit","1742.2458","0.48 Mbit/s","0.4840","1,742 Mbit","1742.3348","0.48 Mbit/s","0.4840","40 Mbit","40.3942","0.01 Mbit/s","0.0112","7,765 Mbit","7764.5215","2.16 Mbit/s","2.1570","100 %","0000009999"
"1/7/2025 6:00:00 AM - 7:00:00 AM","45664.0000000000","7,273 Mbit","7272.7274","2.02 Mbit/s","2.0204","4,116 Mbit","4116.4019","1.14 Mbit/s","1.1435","4,119 Mbit","4118.8199","1.14 Mbit/s","1.1442","55 Mbit","54.7204","0.02 Mbit/s","0.0152","15,563 Mbit","15562.6696","4.32 Mbit/s","4.3233","100 %","0000009999"
"1/7/2025 7:00:00 AM - 8:00:00 AM","45664.0416666667","61,506 Mbit","61506.3609","17 Mbit/s","17.0866","31,733 Mbit","31732.6903","8.82 Mbit/s","8.8153","31,736 Mbit","31735.8042","8.82 Mbit/s","8.8162","159 Mbit","158.7274","0.04 Mbit/s","0.0441","125,134 Mbit","125133.5827","35 Mbit/s","34.7620","100 %","0000009999"
"1/7/2025 8:00:00 AM - 9:00:00 AM","45664.0833333333","746,312 Mbit","746312.2999","207 Mbit/s","207.3234","144,810 Mbit","144810.0095","40 Mbit/s","40.2285","144,894 Mbit","144893.7620","40 Mbit/s","40.2515","1,517 Mbit","1516.8140","0.42 Mbit/s","0.4214","1,037,533 Mbit","1037532.8855","288 Mbit/s","288.2236","100 %","0000009999"
